"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulTrap, NoKbd";"Mighty Bombjack (c) 1990 Elite - 1 disk.";"1990 Elite";"whdload";"0";"Mighty Bombjack";"MightyBombJack";"738822";"M\MightyBombJack\MightyBombjack.Slave";"0";"M\MightyBombJack";"524288";"MightyBombJack";"OCS/ECS";"";"";"";"";"";"mighty bomb jack bombjack";"Exact";"100";"mighty-bombjack";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\m\mighty-bombjack\screen_002.png";"mighty-bombjack"
"NoError, EmulTrap, ClearMem";"Mike Read's Computer Pop Quiz (c) 1988 Elite - 1 disk.";"1988 Elite";"whdload";"0";"Mike Read";"MikeReadsComputerPopQuiz";"366220";"M\MikeReadsComputerPopQuiz\MikeReadsComputerPopQuiz.Slave";"4096";"M\MikeReadsComputerPopQuiz";"524288";"MikeReadsComputerPopQuiz";"OCS/ECS";"";"";"";"";"";"mike reads computer pop quiz read";"Exact";"100";"mike-reads-computer-pop-quiz";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\m\mike-reads-computer-pop-quiz\screen_004.png";"mike-reads-computer-pop-quiz"
"NoError, EmulPriv, ClearMem, Examine";"Mikro Mortal Tennis ? 1996 Skywards Software";"1996 Skywards Software";"whdload";"0";"Mikro Mortal Tennis";"MikroMortalTennis";"2103250";"M\MikroMortalTennis\MikroMortalTennis.Slave";"786432";"M\MikroMortalTennis";"524288";"MikroMortalTennis";"OCS/ECS";"";"";"";"";"";"mikro mortal tennis";"Exact";"100";"mikro-mortal-tennis";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\m\mikro-mortal-tennis\screen_002.png";"mikro-mortal-tennis"
"Disk, NoError, EmulTrap, EmulPriv";"Millennium 2?2 ? 1989 Ian Bird/Electric Dreams.";"1989 Ian Bird / Electric Dreams";"whdload";"0";"Millennium 2·2";"Millennium22";"792686";"M\Millennium22\Millennium22.Slave";"290816";"M\Millennium22";"524288";"Millennium22";"OCS/ECS";"";"";"";"";"";"millennium 22 2";"Exact";"100";"Millennium22";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Millennium22\igame.iff";"millennium22"
"NoError, EmulPriv, Examine";"Mindbender ? 1989 Gremlin";"1989 Gremlin";"whdload";"0";"MindBender";"Mindbender";"458749";"M\Mindbender\Mindbender.Slave";"786432";"M\Mindbender";"524288";"Mindbender";"OCS/ECS";"";"";"";"";"";"mindbender";"Exact";"100";"Mindbender";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Mindbender\igame.iff";"mindbender"
"NoError, EmulPriv, Examine";"Mindfighter ? 1988 Abstract Concepts.";"1988 Abstract Concepts";"whdload";"0";"Mindfighter";"Mindfighter";"357193";"M\Mindfighter\Mindfighter.Slave";"262144";"M\Mindfighter";"524288";"Mindfighter";"OCS/ECS";"";"";"";"";"";"mindfighter";"Exact";"100";"Mindfighter";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\M\Mindfighter_2.png";"mindfighter"
"NoError, EmulTrap, NoDivZero, EmulPriv, Examine";"Mind-Roll ? 1988 Thalamus";"1988 Thalamus";"whdload";"0";"Mind-Roll";"Mindroll";"813038";"M\Mindroll\Mindroll.Slave";"327680";"M\Mindroll";"524288";"Mindroll";"OCS/ECS";"";"";"";"";"";"mindroll mind roll";"Exact";"100";"Mindroll";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Mindroll\igame.iff";"mindroll"
"NoError, EmulPriv, ClearMem, Examine";"Mindshadow ? 1985 Activision";"1985 Activision";"whdload";"0";"Mindshadow";"Mindshadow";"720459";"M\Mindshadow\Mindshadow.Slave";"393216";"M\Mindshadow";"524288";"Mindshadow";"OCS/ECS";"";"";"";"";"";"mindshadow";"Exact";"100";"Mindshadow";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\M\Mindshadow_2.png";"mindshadow"
"NoError, EmulPriv, Examine";"Mind Walker ? 1986 Synapse.";"1986 Bill Williams/Synapse";"whdload";"0";"Mind Walker";"MindWalker";"427911";"M\MindWalker\MindWalker.slave";"524288";"M\MindWalker";"524288";"MindWalker";"OCS/ECS";"";"";"";"";"";"mind walker";"Exact";"100";"MindWalker";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MindWalker\igame.iff";"mindwalker"
"NoError, EmulPriv, Examine";"Mini Golf ? 1988 Magic Bytes";"1988 Magic Bytes";"whdload";"0";"Mini Golf";"MiniGolf";"797738";"M\MiniGolf\MiniGolf.Slave";"524288";"M\MiniGolf";"524288";"MiniGolf";"OCS/ECS";"";"";"";"";"";"mini golf";"Exact";"100";"MiniGolf";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\MiniGolf\igame.iff";"minigolf"
"NoError, EmulPriv, Examine";"Mini Golf Plus ? 1988 Starbyte";"1988 Starbyte";"whdload";"0";"Mini Golf Plus";"MiniGolfPlus";"781711";"M\MiniGolfPlus\MiniGolfPlus.slave";"524288";"M\MiniGolfPlus";"524288";"MiniGolfPlus";"OCS/ECS";"";"";"";"";"";"mini golf plus";"Exact";"100";"MiniGolfPlus";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MiniGolfPlus\igame.iff";"minigolfplus"
"NoError, EmulPriv";"Minskies - The Abduction ? 1996 Binary Emotions";"1994 Binary Emotions";"whdload";"0";"Minskies - The Abduction (ECS)";"Minskies";"3270350";"M\Minskies\Minskies.slave";"262144";"M\Minskies";"1044480";"Minskies";"OCS/ECS";"";"";"";"";"";"minskies the abduction";"Exact";"100";"Minskies";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Minskies\igame.iff";"minskies"
"NoError, EmulPriv, ClearMem, Examine";"Misja Harolda ?1994 MarkSoft";"1994 MarkSoft";"whdload";"0";"Misja Harolda";"MisjaHaroldaPl";"5644872";"M\MisjaHaroldaPl\MisjaHaroldaPl.slave";"786432";"M\MisjaHaroldaPl";"524288";"MisjaHarolda";"OCS/ECS";"Pl";"";"";"";"";"misja harolda";"Best";"3.664181";"Misja_Harolda_-_Zaginiony_w_Systemie";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\M\Misja_Harolda_-_Zaginiony_w_Systemie_2.png";"misja_harolda_-_zaginiony_w_systemie"
"NoError, EmulTrap, ReqAGA, ClearMem";"Missiles Over Xerion by Kingsoft/Cycletech (c) 1994 - 2 disks.";"1994 Kingsoft";"whdload";"0";"Missiles Over Xerion";"MissilesOverXerion";"1173263";"M\MissilesOverXerion\MissilesOverXerion.slave";"262144";"M\MissilesOverXerion";"1048576";"MissilesOverXerion";"AGA";"";"";"";"";"";"missiles over xerion";"Exact";"100";"missiles-over-xerion";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\m\missiles-over-xerion\screen_002.png";"missiles-over-xerion"
"EmulTrap, EmulPriv, Examine";"Mission Elevator ? 1987 Micropartner.";"1987 Micropartner";"whdload";"0";"<=/=/=/=/=[ Mission Elevator ]=\=\=\=\=>";"MissionElevator";"374904";"M\MissionElevator\MissionElevator.Slave";"262144";"M\MissionElevator";"524288";"MissionElevator";"OCS/ECS";"";"";"";"";"";"mission elevator";"Exact";"100";"MissionElevator";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MissionElevator\igame.iff";"missionelevator"
"NoError, EmulPriv, Examine";"Moebius ? 1987 Origin.";"1987 Origin";"whdload";"0";"Moebius";"Moebius";"603768";"M\Moebius\Moebius.Slave";"262144";"M\Moebius";"524288";"Moebius";"OCS/ECS";"";"";"";"";"";"moebius";"Exact";"100";"moebius";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\m\moebius\screen_007.png";"moebius"
"NoError, EmulPriv, Examine";"";"1992 Lucasfilm Games";"whdload";"0";"Secret Of Monkey Island 2";"MonkeyIsland2";"8877290";"M\MonkeyIsland2\MonkeyIsland2.Slave";"786432";"M\MonkeyIsland2";"524288";"MonkeyIsland2";"OCS/ECS";"";"";"";"";"";"monkey island 2 secret of";"Exact";"100";"MonkeyIsland2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MonkeyIsland2\igame.iff";"monkeyisland2"
"NoError, EmulPriv, Examine";"";"1992 Lucasfilm Games";"whdload";"0";"Secret Of Monkey Island 2";"MonkeyIsland2De";"8936200";"M\MonkeyIsland2De\MonkeyIsland2De.Slave";"786432";"M\MonkeyIsland2De";"524288";"MonkeyIsland2";"OCS/ECS";"De";"";"";"";"";"monkey island 2 secret of";"Exact";"100";"MonkeyIsland2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MonkeyIsland2\igame.iff";"monkeyisland2"
"NoError, EmulPriv, Examine";"";"1992 Lucasfilm Games";"whdload";"0";"Secret Of Monkey Island 2";"MonkeyIsland2Es";"8918720";"M\MonkeyIsland2Es\MonkeyIsland2Es.Slave";"786432";"M\MonkeyIsland2Es";"524288";"MonkeyIsland2";"OCS/ECS";"Es";"";"";"";"";"monkey island 2 secret of";"Exact";"100";"MonkeyIsland2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MonkeyIsland2\igame.iff";"monkeyisland2"
"NoError, EmulPriv, Examine";"";"1992 Lucasfilm Games";"whdload";"0";"Secret Of Monkey Island 2";"MonkeyIsland2Fr";"8948676";"M\MonkeyIsland2Fr\MonkeyIsland2Fr.Slave";"786432";"M\MonkeyIsland2Fr";"524288";"MonkeyIsland2";"OCS/ECS";"Fr";"";"";"";"";"monkey island 2 secret of";"Exact";"100";"MonkeyIsland2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MonkeyIsland2\igame.iff";"monkeyisland2"
"NoError, EmulPriv, Examine";"";"1992 Lucasfilm Games";"whdload";"0";"Secret Of Monkey Island 2";"MonkeyIsland2It";"8922908";"M\MonkeyIsland2It\MonkeyIsland2It.Slave";"786432";"M\MonkeyIsland2It";"524288";"MonkeyIsland2";"OCS/ECS";"It";"";"";"";"";"monkey island 2 secret of";"Exact";"100";"MonkeyIsland2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MonkeyIsland2\igame.iff";"monkeyisland2"
"NoError, EmulTrap, ClearMem";"Monster Business ? 1991 Eclipse.";"1991 Eclipse";"whdload";"0";"Monster Business";"MonsterBusiness";"337617";"M\MonsterBusiness\MonsterBusiness.Slave";"0";"M\MonsterBusiness";"524288";"MonsterBusiness";"OCS/ECS";"";"";"";"";"";"monster business";"Exact";"100";"MonsterBusiness";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MonsterBusiness\igame.iff";"monsterbusiness"
"NoError, EmulTrap, ClearMem";"The Moochies by Breadline (c) 1991 - 2 disks.";"1991 Breadline";"whdload";"0";"The Moochies";"Moochies";"1496279";"M\Moochies\Moochies.Slave";"0";"M\Moochies";"528384";"Moochies";"OCS/ECS";"";"";"";"";"";"moochies the";"Exact";"100";"Moochies";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\Moochies\igame.iff";"moochies"
"NoError, EmulTrap, NoDivZero, ClearMem";"MoonBlaster ? 1990 Loriciel.";"1990 Loriciel";"whdload";"0";"Moon Blaster";"MoonBlasterFr";"689773";"M\MoonBlasterFr\MoonBlasterFr.Slave";"0";"M\MoonBlasterFr";"1048576";"MoonBlaster";"OCS/ECS";"Fr";"";"";"";"";"moon blaster";"Exact";"100";"MoonBlasterFr";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MoonBlasterFr\igame.iff";"moonblasterfr"
"NoError, EmulPriv, Examine";"Moonfall ? 1991 21st Century Entertainment";"1991 21st Century";"whdload";"0";"Moonfall";"Moonfall";"469981";"M\Moonfall\Moonfall.slave";"786432";"M\Moonfall";"524288";"Moonfall";"OCS/ECS";"";"";"";"";"";"moonfall";"Exact";"100";"Moonfall";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Moonfall\igame.iff";"moonfall"
"NoError, EmulTrap";"Moonshine Racers (c) 1991 Millennium - 2 disks.";"1991 Peak Star/Millennium";"whdload";"0";"Moonshine Racers";"MoonShineRacers";"1840243";"M\MoonShineRacers\MoonShineRacers.Slave";"0";"M\MoonShineRacers";"524288";"MoonShineRacers";"OCS/ECS";"";"";"";"";"";"moon shine racers moonshine";"Exact";"100";"MoonShineRacers";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MoonShineRacers\igame.iff";"moonshineracers"
"NoError";"Moonstone ? 1991 Mindscape.";"1991 Mindscape";"whdload";"0";"Moonstone";"Moonstone";"2339084";"M\Moonstone\Moonstone.Slave";"565248";"M\Moonstone";"524288";"Moonstone";"OCS/ECS";"";"";"";"";"";"moonstone";"Exact";"100";"Moonstone";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Moonstone\igame.iff";"moonstone"
"NoError, EmulTrap, NoDivZero, ClearMem";"Moon Walker ? 1989 US Gold/Emerald SoftWare.";"1989 Us Gold/Emerald Software";"whdload";"0";"MoonWalker";"Moonwalker";"1794235";"M\Moonwalker\Moonwalker.Slave";"0";"M\Moonwalker";"1048576";"Moonwalker";"OCS/ECS";"";"";"";"";"";"moonwalker";"Exact";"100";"Moonwalker";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Moonwalker\igame.iff";"moonwalker"
"NoError, EmulTrap";"Morph by Millennium/Flair (c) 1993 - 2 disks or 1 CD.";"1993 Millennium";"whdload";"0";"Morph (OCS)";"Morph";"1813517";"M\Morph\Morph.Slave";"0";"M\Morph";"524288";"Morph";"OCS/ECS";"";"";"";"";"";"morph";"Exact";"100";"morph";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\m\morph\screen_002.png";"morph"
"NoError, EmulTrap";"Mortal Kombat (c) 1993 Acclaim - 2 disks.";"1993 Acclaim";"whdload";"0";"Mortal Kombat";"MortalKombat";"1973679";"M\MortalKombat\MortalKombat.Slave";"0";"M\MortalKombat";"1048576";"MortalKombat";"OCS/ECS";"";"";"";"";"";"mortal kombat";"Exact";"100";"MortalKombat";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MortalKombat\igame.iff";"mortalkombat"
"NoError, EmulTrap";"Mortal Kombat 2 (c) 1994 Acclaim - 3/4 disks.";"1994 Acclaim";"whdload";"0";"Mortal Kombat 2";"MortalKombat21MB";"3006599";"M\MortalKombat21MB\MortalKombat21MB.slave";"4096";"M\MortalKombat21MB";"1048576";"MortalKombat2";"OCS/ECS";"";"1MB";"";"";"";"mortal kombat 2";"Best";"3.896139";"mortal-kombat-ii";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\m\mortal-kombat-ii\screen_007.png";"mortal-kombat-ii"
"NoError, EmulTrap";"Mortal Kombat 2 (c) 1994 Acclaim - 3/4 disks.";"1994 Acclaim";"whdload";"0";"Mortal Kombat 2 (2Mb chip)";"MortalKombat22MB";"3006611";"M\MortalKombat22MB\MortalKombat22MB.slave";"4096";"M\MortalKombat22MB";"2097152";"MortalKombat2";"OCS/ECS";"";"2MB";"";"";"";"mortal kombat 2 mb chip";"Exact";"100";"MortalKombat22MB";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MortalKombat22MB\igame.iff";"mortalkombat22mb"
"NoError, EmulTrap";"Mortal Kombat (c) 1993 Acclaim - 2 disks.";"1993 Acclaim";"whdload";"0";"Mortal Kombat";"MortalKombatCensored";"1973687";"M\MortalKombatCensored\MortalKombatCensored.Slave";"0";"M\MortalKombatCensored";"1048576";"MortalKombat";"OCS/ECS";"";"";"";"Censored";"";"mortal kombat";"Exact";"100";"MortalKombat";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MortalKombat\igame.iff";"mortalkombat"
"NoError, EmulPriv, Examine";"Morton Strikes Back ? 1994 .";"1994 Confused Pelican";"whdload";"0";"Morton Strikes Back";"MortonStrikesBack";"725807";"M\MortonStrikesBack\MortonStrikesBack.Slave";"786432";"M\MortonStrikesBack";"524288";"MortonStrikesBack";"OCS/ECS";"";"";"";"";"";"morton strikes back";"Exact";"100";"MortonStrikesBack";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\MortonStrikesBack\igame.iff";"mortonstrikesback"
"NoError, EmulPriv";"Le Manoir de Mortvielle ? 1988 Lankhor.";"1988 Lankhor";"whdload";"0";"Mortville Manor/Manoir de MortVielle/Landsitz von Mortville";"MortvilleManor";"826780";"M\MortvilleManor\MortvilleManor.Slave";"786432";"M\MortvilleManor";"524288";"MortvilleManor";"OCS/ECS";"";"";"";"";"";"mortville manor manoir de mort vielle landsitz von";"Exact";"100";"MortvilleManor";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MortvilleManor\igame.iff";"mortvillemanor"
"NoError, EmulTrap, NoDivZero, ClearMem";"MOT ? 1989 Opera Soft.";"1989 Opera Soft";"whdload";"0";"Mot";"MOT";"1854806";"M\MOT\MOT.Slave";"0";"M\MOT";"524288";"MOT";"OCS/ECS";"";"";"";"";"";"mot";"Exact";"100";"MOT";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MOT\igame.iff";"mot"
"NoError, EmulPriv";"Motorbike Madness ? 1988 Mastertronic";"1988 Mastertronic";"whdload";"0";"-) Motorbike Madness (-";"MotorbikeMadness";"923970";"M\MotorbikeMadness\MotorbikeMadness.Slave";"262144";"M\MotorbikeMadness";"524288";"MotorbikeMadness";"OCS/ECS";"";"";"";"";"";"motorbike madness";"Exact";"100";"motorbike-madness";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\m\motorbike-madness\screen_003.png";"motorbike-madness"
"NoError, EmulTrap";"Motorhead (c) 1992 Virgin - 1 disk.";"1992 Virgin";"whdload";"0";"Motorhead";"Motorhead";"949657";"M\Motorhead\Motorhead.Slave";"0";"M\Motorhead";"524288";"Motorhead";"OCS/ECS";"";"";"";"";"";"motorhead";"Exact";"100";"Motorhead";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\Motorhead\igame.iff";"motorhead"
"NoError, EmulPriv, ClearMem, Examine";"Motor Massacre (c) 1988 Gray Matter/Gremlin - 1 disk.";"1988 Gray Matter/Gremlin";"whdload";"0";"Motor Massacre";"MotorMassacre";"821473";"M\MotorMassacre\MotorMassacre.Slave";"262144";"M\MotorMassacre";"524288";"MotorMassacre";"OCS/ECS";"";"";"";"";"";"motor massacre";"Exact";"100";"MotorMassacre";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MotorMassacre\igame.iff";"motormassacre"
"NoError, EmulTrap";"Mouse Quest (c) 1987 Micro Value/Tynesoft - 1 disk.";"1987 Micro Value/TDC";"whdload";"0";"MouseQuest";"MouseQuest";"102364";"M\MouseQuest\MouseQuest.Slave";"4096";"M\MouseQuest";"524288";"MouseQuest";"OCS/ECS";"";"";"";"";"";"mouse quest";"Exact";"100";"mouse-quest";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\mouse-quest\screen_001.png";"mouse-quest"
"NoError, EmulTrap";"Mousetrap (c) 1987 Micro Value/Tynesoft - 1 disk.";"1987 Micro Value/Tynesoft";"whdload";"0";"Mousetrap";"Mousetrap";"268960";"M\Mousetrap\Mousetrap.Slave";"4096";"M\Mousetrap";"524288";"Mousetrap";"OCS/ECS";"";"";"";"";"";"mousetrap";"Exact";"100";"Mousetrap";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Mousetrap\igame.iff";"mousetrap"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Monty Python's Flying Circus ? 1990 Core Design/Virgin.";"1990 Core Design/Virgin Games";"whdload";"0";"Monty Pythons Flying Circus";"MPythonsFlyingCircus";"925780";"M\MPythonsFlyingCircus\MPythonsFlyingCircus.Slave";"0";"M\MPythonsFlyingCircus";"524288";"MPythonsFlyingCircus";"OCS/ECS";"";"";"";"";"";"mpythons flying circus monty pythons";"Exact";"100";"MPythonsFlyingCircus";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\MPythonsFlyingCircus\igame.iff";"mpythonsflyingcircus"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Monty Python's Flying Circus ? 1990 Core Design/Virgin.";"1990 Core Design/Virgin Games";"whdload";"0";"Monty Pythons Flying Circus";"MPythonsFlyingCircusNTSC";"925793";"M\MPythonsFlyingCircusNTSC\MPythonsFlyingCircusNTSC.Slave";"0";"M\MPythonsFlyingCircusNTSC";"524288";"MPythonsFlyingCircus";"OCS/ECS";"";"";"";"NTSC";"";"mpythons flying circus monty pythons";"Exact";"100";"MPythonsFlyingCircus";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\MPythonsFlyingCircus\igame.iff";"mpythonsflyingcircus"
"NoError, EmulTrap, NoKbd";"Mr.Blobby by Millennium/Freestyle (c) 1994 - 2 disks.";"1994 Millennium";"whdload";"0";"Mr. Blobby";"MrBlobby";"1815197";"M\MrBlobby\MrBlobby.slave";"262144";"M\MrBlobby";"1048576";"MrBlobby";"OCS/ECS";"";"";"";"";"";"mr blobby";"Exact";"100";"MrBlobby";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MrBlobby\igame.iff";"mrblobby"
"NoError, EmulTrap";"Mr Do! Run Run (c) 1990 Electrocoin - 1 disk.";"1990 Electrocoin";"whdload";"0";"Mr Do! Run Run";"MrDoRunRunFiles";"170044";"M\MrDoRunRunFiles\MrDoRunRunFiles.Slave";"0";"M\MrDoRunRunFiles";"524288";"MrDoRunRun";"OCS/ECS";"";"";"";"Files";"";"mr do run";"Best";"4.509134";"Mr_Do!_Run_Run";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\M\Mr_Do!_Run_Run_2.png";"mr_do-_run_run"
"NoError, EmulTrap";"Mr Do! Run Run (c) 1990 Electrocoin - 1 disk.";"1990 Electrocoin";"whdload";"0";"Mr Do! Run Run";"MrDoRunRunImage";"300640";"M\MrDoRunRunImage\MrDoRunRunImage.Slave";"0";"M\MrDoRunRunImage";"524288";"MrDoRunRun";"OCS/ECS";"";"";"";"Image";"";"mr do run";"Exact";"100";"MrDoRunRunImage";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MrDoRunRunImage\igame.iff";"mrdorunrunimage"
"NoError, EmulPriv, Examine";"Mr Heli by Firebird (c) 1987 - 1 disk.";"1987 Firebird";"whdload";"0";"Mr.Heli";"MrHeli";"806351";"M\MrHeli\MrHeli.slave";"262144";"M\MrHeli";"524288";"MrHeli";"OCS/ECS";"";"";"";"";"";"mr heli";"Exact";"100";"MrHeli";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MrHeli\igame.iff";"mrheli"
"NoError, EmulPriv, Examine";"";"1993 Unity Productions.";"whdload";"0";"Mr Men Olympics";"MrMenOlympics";"1141305";"M\MrMenOlympics\MrMenOlympics.slave";"1048576";"M\MrMenOlympics";"524288";"MrMenOlympics";"OCS/ECS";"";"";"";"";"";"mr men olympics";"Exact";"100";"MrMenOlympics";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\MrMenOlympics\igame.iff";"mrmenolympics"
"Disk, NoError, EmulTrap";"Mr. Nutz (c) 1994 Ocean/Neon";"1994 Ocean/Neon";"whdload";"0";"Mr. Nutz";"MrNutz";"3072119";"M\MrNutz\MrNutz.Slave";"0";"M\MrNutz";"1048576";"MrNutz";"OCS/ECS";"";"";"";"";"";"mr nutz";"Exact";"100";"MrNutz";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\M\MrNutz\igame.iff";"mrnutz"
"Disk, NoError, EmulTrap";"M.U.D.S. ? 1990 Rainbow Arts.";"";"whdload";"0";"";"MUDS";"1813963";"M\MUDS\MUDS.slave";"";"M\MUDS";"524288";"MUDS";"OCS/ECS";"";"";"";"";"";"muds";"Exact";"100";"MUDS";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\MUDS\igame.iff";"muds"
"NoError, ClearMem";"Multi Player Soccer Manager ?1991 D & H Games";"1991 D & H Games";"whdload";"0";"Multi Player Soccer Manager";"MultiPlayerSoccerManager";"205956";"M\MultiPlayerSoccerManager\MultiPlayerSoccerManager.Slave";"73728";"M\MultiPlayerSoccerManager";"335872";"MultiPlayerSoccerManager";"OCS/ECS";"";"";"";"";"";"multi player soccer manager";"Exact";"100";"multi-player-soccer-manager";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\m\multi-player-soccer-manager\screen_010.png";"multi-player-soccer-manager"
"NoError, EmulTrap";"The Munsters by Tiger Developments/Teque (c) 1988 - 1 disk.";"1988 Teque";"whdload";"0";"The Munsters";"Munsters";"588484";"M\Munsters\Munsters.Slave";"0";"M\Munsters";"528384";"Munsters";"OCS/ECS";"";"";"";"";"";"munsters the";"Exact";"100";"munsters-the";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\m\munsters-the\screen_005.png";"munsters-the"
"NoError, EmulTrap";"Murder by US Gold (c) 1990 - 1 disk.";"1990 US Gold";"whdload";"0";"Murder";"Murder";"545681";"M\Murder\Murder.Slave";"0";"M\Murder";"524288";"Murder";"OCS/ECS";"";"";"";"";"";"murder";"Exact";"100";"Murder";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\m\Murder\igame.iff";"murder"
