"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, Req68020, ReqAGA, ClearMem";"Virtual Karting ? 1995 OTM";"1995 OTM";"whdload";"0";"Virtual Karting";"VirtualKartingAGA";"1788260";"V\VirtualKartingAGA\VirtualKartingAGA.Slave";"974848";"V\VirtualKartingAGA";"901120";"VirtualKarting";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Virtual Karting demo ? 1995 OTM";"1995 OTM";"whdload";"0";"Virtual Karting demo";"VirtualKartingDemoAGA";"887158";"V\VirtualKartingDemoAGA\VirtualKartingDemoAGA.Slave";"966656";"V\VirtualKartingDemoAGA";"901120";"VirtualKarting";"AGA";"";"";"Demo";"";""
"NoError, Req68020, EmulPriv, Examine";"WatchTower ? 1996 OTM/Cyberarts.";"1996 OTM/Cyberarts";"whdload";"0";"WatchTower";"WatchtowerAGA";"2516390";"W\WatchtowerAGA\WatchtowerAGA.Slave";"1048576";"W\WatchtowerAGA";"2093056";"Watchtower";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA";"Wembley International Soccer ? 1994/1996 Audiogenic.";"1994 Audiogenic";"whdload";"0";"Wembley International Soccer AGA";"WembleyIntSoccerAGA";"1260097";"W\WembleyIntSoccerAGA\WembleyIntSoccerAGA.Slave";"0";"W\WembleyIntSoccerAGA";"2097152";"WembleyIntSoccer";"AGA";"";"";"";"";""
"NoError, ReqAGA";"Whizz by Flair (c) 1995 - 2 disks.";"1993 Flair";"whdload";"0";"Whizz AGA";"WhizzAGA";"1813776";"W\WhizzAGA\WhizzAGA.slave";"0";"W\WhizzAGA";"2097152";"Whizz";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Worms - The Director's Cut ? 1997 Team 17";"1997 Team 17";"whdload";"0";"Worms - The Director";"WormsDirectorsCutAGA";"2231208";"W\WormsDirectorsCutAGA\WormsDirectorsCutAGA.Slave";"2097152";"W\WormsDirectorsCutAGA";"2031616";"WormsDirectorsCut";"AGA";"";"";"";"";""
"NoError, ReqAGA, EmulPriv, Examine";"XP8 (ECS/AGA) ? 1996 Weathermine software.";"1996 Weathermine Software";"whdload";"0";"XP8 AGA";"XP8AGA";"3039184";"X\XP8AGA\XP8AGA.slave";"1048576";"X\XP8AGA";"2093056";"XP8";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem, Examine";"XTreme Racing ? 1995 Black Magic";"1995 Black Magic";"whdload";"0";"XTreme Racing";"XTremeRacing&DataDisksAGA";"3626361";"X\XTremeRacing&DataDisksAGA\XTremeRacing&DataDisksAGA.slave";"1609728";"X\XTremeRacing&DataDisksAGA";"2031616";"XTremeRacings";"AGA";"";"";"";"";"DataDisk"
"NoError, Req68020, ReqAGA, ClearMem, Examine";"XTreme Racing ? 1995 Black Magic";"1995 Black Magic";"whdload";"0";"XTreme Racing";"XTremeRacingAGA";"2553888";"X\XTremeRacingAGA\XTremeRacingAGA.slave";"1609728";"X\XTremeRacingAGA";"2031616";"XTremeRacing";"AGA";"";"";"";"";""
"NoError, EmulTrap, Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"Zombie Apocalypse II ? 1994 Vision Software";"1994 Vision Software";"whdload";"0";"Zombie Apocalypse II";"ZombieApocalypse2AGA";"789054";"Z\ZombieApocalypse2AGA\ZombieApocalypse2AGA.Slave";"786432";"Z\ZombieApocalypse2AGA";"1179648";"ZombieApocalypse2";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"Zool 2 (c) 1993 Gremlin - 2 disks. Thanks to";"1993 Gremlin";"whdload";"0";"Zool 2 AGA";"Zool2AGA";"1447753";"Z\Zool2AGA\Zool2AGA.Slave";"0";"Z\Zool2AGA";"1638400";"Zool2";"AGA";"";"";"";"";""
"Disk, NoError, ReqAGA";"";"1992 Gremlin Graphics";"whdload";"0";"Zool (AGA)";"ZoolAGA";"1953098";"Z\ZoolAGA\ZoolAGA.slave";"0";"Z\ZoolAGA";"1048576";"Zool";"AGA";"";"";"";"";""
