"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"MoinJungs\MoinJungs.Slave";"NoError, EmulTrap, ClearMem";"Moin Jungs ? 1988 Doctor Mabuse Orgasm Crackings.";"Moin Jungs";"1988 Doctor Mabuse Orgasm Crackings";"0";"M\MoinJungs_v1.0_DoctorMabuseOrgasmCrackings.lha";"MoinJungs";"MoinJungs";"0";"whdload";"524288";"121573";"MoinJungs";"OCS/ECS";"";"";"";"";"";"moin jungs doctor mabuse orgasm crackings";"Exact";"100";"Pouet";"";"";"Doctor Mabuse Orgasm Crackings";"m\moin-jungs-doctor-mabuse-orgasm-crackings";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010651.gif";"1988";"Moin Jungs";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10651";"moin jungs moinjungs doctor mabuse orgasm crackings moinjungsdoctormabuseorgasmcrackings"
"Monoxide\Monoxide.Slave";"NoError, EmulTrap, ClearMem";"Monoxide ? 1992 Vanish.";"Monoxide";"1992 Vanish";"524288";"M\Monoxide_v1.0_Vanish.lha";"Monoxide";"Monoxide";"0";"whdload";"524288";"919642";"Monoxide";"OCS/ECS";"";"";"";"";"";"monoxide vanish";"Exact";"100";"Pouet";"amiga demo";"3rd";"Vanish";"m\monoxide-vanish";"demo";"World of Commodore 1992";"http://content.pouet.net/files/screenshots/00000/00000406.gif";"november 1992";"Monoxide";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=406";"monoxide monoxide vanish monoxidevanish"
"MorbidVisions\MorbidVisions.Slave";"NoError, EmulTrap, ClearMem";"Morbid Visions 1992 Cyberiad.";"Morbid Visions";"1992 Cyberiad";"0";"M\MorbidVisions_v1.0_Cyberiad.lha";"MorbidVisions";"MorbidVisions";"0";"whdload";"524288";"1322930";"MorbidVisions";"OCS/ECS";"";"";"";"";"";"morbid visions cyberiad";"Exact";"100";"Pouet";"";"";"Cyberiad";"m\morbid-visions-cyberiad";"slideshow";"";"http://content.pouet.net/files/screenshots/00031/00031150.png";"august 1992";"Morbid Visions";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31150";"morbid visions morbidvisions cyberiad morbidvisionscyberiad"
"MorbidVisions2\MorbidVisions2.Slave";"NoError, EmulTrap, ClearMem";"Morbid Visions 2 1993 Carillon & Cyberiad.";"Morbid Visions 2";"1993 Carillon & Cyberiad";"0";"M\MorbidVisions2_v1.0_Carillon&Cyberiad.lha";"MorbidVisions2";"MorbidVisions2";"0";"whdload";"524288";"603319";"MorbidVisions2";"OCS/ECS";"";"";"";"";"";"morbid visions 2 carillon cyberiad";"Best";"4.855123";"Pouet";"";"";"Carillon & Cyberiad";"m\morbid-visions-ii-carillon-cyberiad";"slideshow";"";"http://content.pouet.net/files/screenshots/00031/00031148.png";"march 1993";"Morbid Visions II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31148";"morbid visions 2 morbidvisions2 carillon cyberiad morbidvisionsiicarilloncyberiad"
"MorbidVisions3\MorbidVisions3.Slave";"NoError, EmulTrap, ClearMem";"Morbid Visions 3 1994 Carillon, Cyberiad & Complex.";"Morbid Visions 3";"1994 Carillon, Cyberiad & Complex";"720896";"M\MorbidVisions3_v1.0_Carillon&Cyberiad&Complex.lha";"MorbidVisions3";"MorbidVisions3";"0";"whdload";"524288";"450351";"MorbidVisions3";"OCS/ECS";"";"";"";"";"";"morbid visions 3 carillon cyberiad complex";"Exact";"100";"Pouet";"none";"n/a";"Carillon & Cyberiad,Complex";"m\morbid-visions-3-carillon-cyberiad-complex";"slideshow";"The Party 1993";"http://content.pouet.net/files/screenshots/00011/00011363.jpg";"april 1994";"morbid visions 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11363";"morbid visions 3 morbidvisions3 carillon cyberiad complex morbidvisions3carilloncyberiadcomplex"
"MoreThanMusic\MoreThanMusic.Slave";"NoError, EmulTrap, ClearMem";"More Than Music ? 1991 Alcatraz";"More Than Music";"1991 Alcatraz";"4096";"M\MoreThanMusic_v1.0_Alcatraz.lha";"MoreThanMusic";"MoreThanMusic";"0";"whdload";"524288";"923208";"MoreThanMusic";"OCS/ECS";"";"";"";"";"";"more than music alcatraz";"Exact";"100";"Pouet";"";"";"Alcatraz";"m\more-than-music-alcatraz";"demo";"";"http://content.pouet.net/files/screenshots/00009/00009578.png";"april 1991";"more than music";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9578";"more than music morethanmusic alcatraz morethanmusicalcatraz"
"MotionAGA\MotionAGA.slave";"Disk, NoError, Req68020, ReqAGA";"Motion ? 1994 Bomb.";"";"";"1392640";"M\Motion_v1.1_Bomb_AGA.lha";"MotionAGA";"MotionAGA";"0";"whdload";"2080768";"1814627";"Motion";"AGA";"";"";"";"";"";"motion origin 2 bomb";"Exact";"100";"Pouet";"amiga demo";"3rd";"Bomb";"m\motion-origin-2-bomb";"demo";"The Party 1994";"http://content.pouet.net/files/screenshots/00005/00005436.jpg";"december 1994";"motion (origin 2)";"Amiga AGA";"http://www.pouet.net/prod.php?which=5436";"motion origin 2 motionorigin2 bomb motionorigin2bomb"
"MrMonkeyAGA\MrMonkeyAGA.Slave";"NoError, EmulTrap, ReqAGA, ClearMem";"Mr. Monkey ? 1994 Rebels.";"Mr. Monkey";"1994 Rebels";"0";"M\MrMonkey_v1.0_Rebels_AGA.lha";"MrMonkeyAGA";"MrMonkeyAGA";"0";"whdload";"2097152";"458441";"MrMonkey";"AGA";"";"";"";"";"";"mr monkey aga rebels";"Best";"2.736173";"Pouet";"amiga demo";"3rd";"Rebels";"m\mr-monkey-rebels";"demo";"South Sealand Party 1994";"http://content.pouet.net/files/screenshots/00017/00017528.jpg";"june 1994";"Mr. Monkey";"Amiga AGA";"http://www.pouet.net/prod.php?which=17528";"mr monkey mrmonkey rebels mrmonkeyrebels"
"Multica\Multica.slave";"Disk, NoError";"Multica ? 1992 Andromeda.";"Multica";"1992 Andromeda";"0";"M\Multica_v1.0_Andromeda.lha";"Multica";"Multica";"0";"whdload";"520192";"909844";"Multica";"OCS/ECS";"";"";"";"";"";"multica andromeda";"Exact";"100";"Pouet";"amiga demo";"10th";"Andromeda";"m\multica-andromeda";"demo";"The Gathering 1992";"http://content.pouet.net/files/screenshots/00005/00005420.jpg";"april 1992";"multica";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5420";"multica multica andromeda multicaandromeda"
"Multidemo\Multidemo.Slave";"NoError, EmulTrap, ClearMem";"Multidemo ? 1990 Amaze.";"Multidemo";"1990 Amaze";"0";"M\Multidemo_v1.0_Amaze.lha";"Multidemo";"Multidemo";"0";"whdload";"524288";"128923";"Multidemo";"OCS/ECS";"";"";"";"";"";"multidemo amaze";"Exact";"100";"Pouet";"";"";"Amaze";"m\multi-demo-amaze";"demo";"";"http://content.pouet.net/files/screenshots/00034/00034142.gif";"august 1990";"Multi Demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34142";"multi demo multidemo amaze multidemoamaze"
"MultiMegamix\MultiMegamix.slave";"Disk, NoError";"Multi Megamix ? 1991 Kefrens (1 disk)";"Multi Megamix";"1991 Kefrens";"4096";"M\MultiMegamix_v1.0_Kefrens.lha";"MultiMegamix";"MultiMegamix";"0";"whdload";"524288";"911008";"MultiMegamix";"OCS/ECS";"";"";"";"";"";"multi megamix kefrens";"Exact";"100";"Pouet";"";"";"Kefrens";"m\multi-megamix-kefrens";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004708.jpg";"1991";"Multi Megamix";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4708";"multi megamix multimegamix kefrens multimegamixkefrens"
"MultiMegamix2\MultiMegamix2.slave";"Disk, NoError, ClearMem";"Multi Megamix II ? 1992 Kefrens (1 disk)";"Multi Megamix II";"1992 Kefrens";"4096";"M\MultiMegamix2_v1.1_Kefrens.lha";"MultiMegamix2";"MultiMegamix2";"0";"whdload";"524288";"912253";"MultiMegamix2";"OCS/ECS";"";"";"";"";"";"multi megamix 2 kefrens";"Exact";"100";"Pouet";"";"";"Kefrens";"m\multi-megamix-2-kefrens";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004709.jpg";"1991";"Multi Megamix 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4709";"multi megamix 2 multimegamix2 kefrens multimegamix2kefrens"
"MultiMegamix3\MultiMegamix3.Slave";"NoError, ClearMem";"MultiMegamix III ? 1992 Kefrens";"Multi Megamix III";"1992 Kefrens";"4096";"M\MultiMegamix3_v1.0_Kefrens.lha";"MultiMegamix3";"MultiMegamix3";"0";"whdload";"524288";"923305";"MultiMegamix3";"OCS/ECS";"";"";"";"";"";"multi megamix 3 kefrens";"Exact";"100";"Pouet";"";"";"Kefrens";"m\multi-megamix-3-kefrens";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004713.jpg";"december 1992";"Multi Megamix 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4713";"multi megamix 3 multimegamix3 kefrens multimegamix3kefrens"
"Musabox\Musabox.Slave";"NoError, EmulTrap, ClearMem";"Musabox ? 1991 Falcons.";"Musabox";"1991 Falcons";"0";"M\Musabox_v1.0_Falcons.lha";"Musabox";"Musabox";"0";"whdload";"524288";"784242";"Musabox";"OCS/ECS";"";"";"";"";"";"musabox falcons";"Best";"4.209502";"Janeway Amiga Scene Demo Database";;;"Falcons";;"Musicdisk";"";;"4/92";"Musabox #2";;;"musabox #2 musabox#2 falcons musabox2falcons"
"Musabox2\Musabox2.Slave";"NoError, EmulTrap, ClearMem";"Musabox 2 ? 1982 Falcons.";"Musabox 2";"1992 Falcons";"0";"M\Musabox2_v1.0_Falcons.lha";"Musabox2";"Musabox2";"0";"whdload";"524288";"944987";"Musabox2";"OCS/ECS";"";"";"";"";"";"musabox 2 falcons";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Falcons";;"Musicdisk";"";;"4/92";"Musabox #2";;;"musabox #2 musabox#2 falcons musabox2falcons"
"Museum\Museum.Slave";"NoError, EmulTrap, ClearMem";"Museum ? 1992 Alcatraz.";"Museum";"1992 Alcatraz";"0";"M\Museum_v1.1_Alcatraz.lha";"Museum";"Museum";"0";"whdload";"524288";"921261";"Museum";"OCS/ECS";"";"";"";"";"";"museum alcatraz";"Exact";"100";"Pouet";"";"";"Alcatraz";"m\museum-alcatraz";"slideshow";"";"http://content.pouet.net/files/screenshots/00009/00009597.png";"april 1992";"museum";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9597";"museum museum alcatraz museumalcatraz"
"MusicalRabbit\MusicalRabbit.Slave";"NoError, EmulTrap, ClearMem";"Musical Rabbit ? 1993 Carrillon & Cyberiad.";"Muscial Rabbit";"1993 Carrillon & Cyberiad";"524288";"M\MusicalRabbit_v1.0_Carillon&Cyberiad.lha";"MusicalRabbit";"MusicalRabbit";"0";"whdload";"524288";"466340";"MusicalRabbit";"OCS/ECS";"";"";"";"";"";"musical rabbit muscial carrillon cyberiad";"Best";"1.777772";"Pouet";"";"";"Carillon & Cyberiad";"m\musical-rabbit-carillon-cyberiad";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031149.png";"july 1993";"Musical Rabbit";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31149";"musical rabbit musicalrabbit carillon cyberiad musicalrabbitcarilloncyberiad"
"MusicalSecrets\MusicalSecrets.Slave";"NoError, EmulTrap, ClearMem";"Musical Secrets ? 1992 Zite.";"Musical Secrets";"1992 Zite";"0";"M\MusicalSecrets_v1.0_Zite.lha";"MusicalSecrets";"MusicalSecrets";"0";"whdload";"524288";"919979";"MusicalSecrets";"OCS/ECS";"";"";"";"";"";"musical secrets zite";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Zite";;"Musicdisk";"";;"8/92";"Musical Secrets";;;"musical secrets musicalsecrets zite musicalsecretszite"
"Musication\Musication.Slave";"NoError, EmulTrap, ClearMem";"Musication ? 1992 Absolute!.";"Musication";"1992 Absolute!";"0";"M\Musication_v1.03_Absolute.lha";"Musication";"Musication";"0";"whdload";"524288";"841399";"Musication";"OCS/ECS";"";"";"";"";"";"musication absolute";"Best";"4.967727";"Pouet";"";"";"Absolute!";"m\musication-vol1-absolute";"musicdisk";"";"http://content.pouet.net/files/screenshots/00028/00028800.png";"august 1992";"Musication Vol.1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28800";"musication vol 1 musicationvol1 absolute musicationvol1absolute"
"Musicbox3\Musicbox3.Slave";"NoError, EmulTrap, ClearMem";"Musicbox 3 ? 1991 Gate.";"Musicbox 3";"1991 Gate";"0";"M\Musicbox3_v1.0_Gate.lha";"Musicbox3";"Musicbox3";"0";"whdload";"524288";"883377";"Musicbox3";"OCS/ECS";"";"";"";"";"";"musicbox 3 gate";"Exact";"100";"Pouet";"";"";"Gate";"m\musicbox-3-gate";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009560.png";"january 1991";"Musicbox 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9560";"musicbox 3 musicbox3 gate musicbox3gate"
"MusicBoxCopyride\MusicBoxCopyride.Slave";"NoError, EmulTrap, ClearMem";"Music Box ? 1991 Copyride.";"Music Box";"1991 Copyride";"0";"M\MusicBox_v1.0_Copyride.lha";"MusicBoxCopyride";"MusicBoxCopyride";"0";"whdload";"524288";"1105707";"MusicBoxCopyride";"OCS/ECS";"";"";"";"";"";"music box copyride";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Copyride";;"Musicdisk";"Amiga Summit Convention";;"";"Music Box";;;"music box musicbox copyride musicboxcopyride"
"MusicBoxExodus\MusicBoxExodus.Slave";"NoError, EmulTrap, ClearMem";"Musicbox ? 1990 Exodus.";"Musicbox";"1990 Exodus";"0";"M\MusicBox_v1.0_Exodus.lha";"MusicBoxExodus";"MusicBoxExodus";"0";"whdload";"524288";"585047";"MusicBoxExodus";"OCS/ECS";"";"";"";"";"";"musicbox exodus";"Exact";"100";"Demos Custom";;;"Exodus";;"Musicdisk";"";;"1990";"Musicbox";"ECS/OCS";;"musicbox musicbox exodus musicboxexodus"
"MusicCollection4Zarch\MusicCollection4Zarch.Slave";"NoError, EmulTrap, ClearMem";"Music Collection 4 ? 1991 Zarch.";"Music Collection 4";"1991 Zarch";"0";"M\MusicCollection4_v1.0_Zarch.lha";"MusicCollection4Zarch";"MusicCollection4Zarch";"0";"whdload";"524288";"919377";"MusicCollection4Zarch";"OCS/ECS";"";"";"";"";"";"music collection 4 zarch";"Best";"1.590578";"Pouet";"";"";"Level 4";"m\music-collection-4-level-4";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048684.png";"1988";"Music Collection 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48684";"music collection 4 musiccollection4 level 4 musiccollection4level4"
"MusicCollectionExocet\MusicCollectionExocet.Slave";"NoError, EmulTrap, ClearMem";"Music Collection ? 1989 Exocet.";"Music Collection";"1989 Exocet";"0";"M\MusicCollection_v1.0_Exocet.lha";"MusicCollectionExocet";"MusicCollectionExocet";"0";"whdload";"524288";"920547";"MusicCollectionExocet";"OCS/ECS";"";"";"";"";"";"music collection exocet";"Exact";"100";"Demos Custom";;;"Exocet";;"Musicdisk";"";;"1989";"Music Collection";"ECS/OCS";;"music collection musiccollection exocet musiccollectionexocet"
"MusicCollectionKatharsis\MusicCollectionKatharsis.Slave";"NoError, EmulTrap, ClearMem";"Music Collection 1991 Katharsis.";"Music Collection";"1991 Katharsis";"0";"M\MusicCollection_v1.0_Katharsis.lha";"MusicCollectionKatharsis";"MusicCollectionKatharsis";"0";"whdload";"524288";"1820542";"MusicCollectionKatharsis";"OCS/ECS";"";"";"";"";"";"music collection katharsis";"Exact";"100";"Demos Custom";;;"Katharsis";;"";"";;"1991";"Music Collection";"ECS/OCS";;"music collection musiccollection katharsis musiccollectionkatharsis"
"MusicCompacting2\MusicCompacting2.slave";"NoError, EmulTrap, ClearMem";"Music Compacting 2 ? 1991 Zylon & Alpha Flight.";"Music Compacting 2";"1991 Zylon & Alpha Flight";"0";"M\MusicCompacting2_v1.01_Zylon&AlphaFlight.lha";"MusicCompacting2";"MusicCompacting2";"0";"whdload";"524288";"921379";"MusicCompacting2";"OCS/ECS";"";"";"";"";"";"music compacting 2 zylon alpha flight";"Best";"4.005239";"Pouet";"";"";"Alpha Flight 1970,Zylon";"m\music-compacting-2-alpha-flight-1970-zylon";"musicdisk";"";"http://content.pouet.net/files/screenshots/00033/00033663.gif";"1991";"Music Compacting 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33663";"music compacting 2 musiccompacting2 alpha flight 1970 zylon musiccompacting2alphaflight1970zylon"
"MusicCompilation\MusicCompilation.Slave";"NoError, EmulTrap, ClearMem";"Music Compilation ? 1989 Random Access.";"Music Compilation ";"1989 Random Access";"0";"M\MusicCompilation_v1.0_RandomAccess.lha";"MusicCompilation";"MusicCompilation";"0";"whdload";"524288";"793797";"MusicCompilation";"OCS/ECS";"";"";"";"";"";"music compilation random access";"Exact";"100";"Pouet";"";"";"Random Access";"m\music-compilation-random-access";"musicdisk";"";"http://content.pouet.net/files/screenshots/00021/00021406.png";"n/a";"Music Compilation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21406";"music compilation musiccompilation random access musiccompilationrandomaccess"
"MusicDemoDeform\MusicDemoDeform.Slave";"NoError, EmulTrap, ClearMem";"Music Demo ? 1992 Deform.";"Music Demo";"1992 Deform";"0";"M\MusicDemo_v1.0_Deform.lha";"MusicDemoDeform";"MusicDemoDeform";"0";"whdload";"524288";"919051";"MusicDemoDeform";"OCS/ECS";"";"";"";"";"";"music demo deform";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Deform";;"Musicdisk";"";;"92";"Music Demo";;;"music demo musicdemo deform musicdemodeform"
"MusicDiscVol1DiskNet\MusicDiscVol1DiskNet.Slave";"NoError, EmulTrap, ClearMem";"Music Disc Vol. 1 ? 1990 Disknet.";"Music Disc Vol. 1";"1990 Disknet";"0";"M\MusicDiscVol1_v1.0_DiskNet.lha";"MusicDiscVol1DiskNet";"MusicDiscVol1DiskNet";"0";"whdload";"524288";"918938";"MusicDiscVol1DiskNet";"OCS/ECS";"";"";"";"";"";"music disc vol 1 disk net disknet";"Best";"1.195236";"Pouet";"";"";"Virna";"t\techno-music-disk-vol-1-virna";"musicdisk";"";"http://content.pouet.net/files/screenshots/00052/00052477.png";"march 1995";"techno music disk vol. 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=52477";"techno music disk vol 1 technomusicdiskvol1 virna technomusicdiskvol1virna"
"MusicDisk181stTrack\MusicDisk181stTrack.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 81st Track.";"Music Disk 1";"1991 81st Track";"524288";"M\MusicDisk1_v1.01_81stTrack.lha";"MusicDisk181stTrack";"MusicDisk181stTrack";"0";"whdload";"524288";"921234";"MusicDisk181stTrack";"OCS/ECS";"";"";"";"";"";"music disk 181 st track 1 81";"Best";"3.734093";"Pouet";"";"";"The 81st Track";"m\music-disk-1-the-81st-track";"musicdisk";"";"http://content.pouet.net/files/screenshots/00059/00059682.gif";"1992";"Music Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=59682";"music disk 1 musicdisk1 the 81 st track musicdisk1the81sttrack"
"MusicDisk1AdamMcCrory\MusicDisk1AdamMcCrory.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1993 Adam McCrory.";"Music Disk 1";"1993 Adam McCrory";"0";"M\MusicDisk1_v1.0_AdamMcCrory.lha";"MusicDisk1AdamMcCrory";"MusicDisk1AdamMcCrory";"0";"whdload";"524288";"322828";"MusicDisk1AdamMcCrory";"OCS/ECS";"";"";"";"";"";"music disk 1 adam mc crory";"Best";"6.328896";"Janeway Amiga Scene Demo Database";;;"Adam McCrory";;"Musicdisk";"";;"";"Adam McCrory Music Disk 1";;;"adam mc crory music disk 1 adammccrorymusicdisk1 adam mc crory adammccrorymusicdisk1adammccrory"
"MusicDisk1Alcatraz\MusicDisk1Alcatraz.Slave";"NoError, ClearMem";"Music Disk 1 ? 1990 Alcatraz";"Music Disk 1";"1990 Alcatraz";"4096";"M\MusicDisk1_v1.0_Alcatraz.lha";"MusicDisk1Alcatraz";"MusicDisk1Alcatraz";"0";"whdload";"524288";"926565";"MusicDisk1Alcatraz";"OCS/ECS";"";"";"";"";"";"music disk 1 alcatraz";"Exact";"100";"Pouet";"";"";"Alcatraz";"m\musicdisk-1-alcatraz";"musicdisk";"";"http://content.pouet.net/files/screenshots/00012/00012747.png";"february 1991";"musicdisk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12747";"musicdisk 1 musicdisk1 alcatraz musicdisk1alcatraz"
"MusicDisk1Bass\MusicDisk1Bass.slave";"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Bass.";"Music Disk 1";"1991 Bass";"0";"M\MusicDisk1_v1.01_Bass.lha";"MusicDisk1Bass";"MusicDisk1Bass";"0";"whdload";"524288";"843394";"MusicDisk1Bass";"OCS/ECS";"";"";"";"";"";"music disk bass";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Bass";;"Musicdisk";"";;"";"Music Disk";;;"music disk musicdisk bass musicdiskbass"
"MusicDisk1DMob\MusicDisk1DMob.Slave";"NoError";"MusicDisk 1 ? 1989 D-Mob.";"MusicDisk 1";"1989 D-Mob";"0";"M\MusicDisk1_v1.0_DMob.lha";"MusicDisk1DMob";"MusicDisk1DMob";"0";"whdload";"524288";"918043";"MusicDisk1DMob";"OCS/ECS";"";"";"";"";"";"music disk 1 dmob mob";"Best";"2.61973";"Pouet";"";"";"D-Mob";"m\music-disk-1-d-mob";"musicdisk";"";"http://content.pouet.net/files/screenshots/00016/00016561.jpg";"1989";"Music-Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16561";"music disk 1 musicdisk1 d mob musicdisk1dmob"
"MusicDisk1FantasyForce\MusicDisk1FantasyForce.Slave";"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 The Fantasy Force.";"Music Disk";"1990 The Fantasy Force";"524288";"M\MusicDisk1_v1.0_FantasyForce.lha";"MusicDisk1FantasyForce";"MusicDisk1FantasyForce";"0";"whdload";"524288";"726770";"MusicDisk1FantasyForce";"OCS/ECS";"";"";"";"";"";"music disk 1 the fantasy force";"Exact";"100";"Pouet";"";"";"The Fantasy Force";"m\musicdisk-1-the-fantasy-force";"musicdisk";"";"http://content.pouet.net/files/screenshots/00028/00028348.png";"december 1990";"Musicdisk #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28348";"musicdisk #1 musicdisk#1 the fantasy force musicdisk1thefantasyforce"
"MusicDisk1IKS\MusicDisk1IKS.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1989 IKS.";"Music Disk 1";"1989 IKS";"0";"M\MusicDisk1_v1.0_IKS.lha";"MusicDisk1IKS";"MusicDisk1IKS";"0";"whdload";"524288";"920865";"MusicDisk1IKS";"OCS/ECS";"";"";"";"";"";"music disk 1 iks";"Exact";"100";"Pouet";"";"";"IKS";"m\musicdisk-1-iks";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064567.png";"1989";"MusicDisk #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64567";"music disk #1 musicdisk#1 iks musicdisk1iks"
"MusicDisk1Mahoney&Kaktus\MusicDisk1Mahoney&Kaktus.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 1 1988 Mahoney & Kaktus.";"Music Disk 1";"1988 Mahoney & Kaktus";"0";"M\MusicDisk1_v1.0_Mahoney&Kaktus.lha";"MusicDisk1Mahoney&Kaktus";"MusicDisk1Mahoney&Kaktus";"0";"whdload";"524288";"917612";"MusicDisk1Mahoney&Kaktus";"OCS/ECS";"";"";"";"";"";"music disk 1 mahoney kaktus";"Exact";"100";"Pouet";"";"";"Mahoney & Kaktus";"m\musicdisk-1-mahoney-kaktus";"musicdisk";"";"http://content.pouet.net/files/screenshots/00063/00063975.png";"november 1988";"Musicdisk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63975";"musicdisk 1 musicdisk1 mahoney kaktus musicdisk1mahoneykaktus"
"MusicDisk1Prologic\MusicDisk1Prologic.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Prologic.";"Music Disk 1";"1991 Prologic";"0";"M\MusicDisk1_v1.0_Prologic.lha";"MusicDisk1Prologic";"MusicDisk1Prologic";"0";"whdload";"524288";"918793";"MusicDisk1Prologic";"OCS/ECS";"";"";"";"";"";"music disk 1 prologic";"Exact";"100";"Pouet";"";"";"Prologic";"m\music-disk-1-prologic";"musicdisk";"";"http://content.pouet.net/files/screenshots/00032/00032779.png";"1991";"Music Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32779";"music disk 1 musicdisk1 prologic musicdisk1prologic"
"MusicDisk1Vega\MusicDisk1Vega.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Vega.";"Music Disk 1";"1991 Vega";"0";"M\MusicDisk1_v1.0_Vega.lha";"MusicDisk1Vega";"MusicDisk1Vega";"0";"whdload";"524288";"919609";"MusicDisk1Vega";"OCS/ECS";"";"";"";"";"";"music disk 1 vega";"Exact";"100";"Pouet";"";"";"Vega";"m\musicdisk-1-vega";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008492.gif";"april 1991";"Musicdisk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8492";"musicdisk 1 musicdisk1 vega musicdisk1vega"
"MusicDisk2\MusicDisk2.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 The Fantasy Force.";"Music Disk 2";"1991 The Fantasy Force";"0";"M\MusicDisk2_v1.0_FantasyForce.lha";"MusicDisk2";"MusicDisk2";"0";"whdload";"524288";"566983";"MusicDisk2";"OCS/ECS";"";"";"";"";"";"musicdisk 2 fantasy force";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Fantasy Force";;"Musicdisk";"";;"91";"Musicdisk 2";;;"musicdisk 2 musicdisk2 fantasy force musicdisk2fantasyforce"
"MusicDisk281stTrack\MusicDisk281stTrack.Slave";"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 81st Track.";"Music Disk 2";"1992 The 81st Track";"524288";"M\MusicDisk2_v1.0_81stTrack.lha";"MusicDisk281stTrack";"MusicDisk281stTrack";"0";"whdload";"524288";"892338";"MusicDisk281stTrack";"OCS/ECS";"";"";"";"";"";"music disk 2 the 81st track";"Exact";"100";"Pouet";"";"";"The 81st Track";"m\music-disk-2-the-81st-track";"musicdisk";"";"http://content.pouet.net/files/screenshots/00059/00059683.png";"1992";"Music Disk 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=59683";"music disk 2 musicdisk2 the 81 st track musicdisk2the81sttrack"
