"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap, ClearMem";"Megademo ? 1989 Scoopex";"1989 Scoopex";"whdload";"0";"Megademo";"MegaDemoScoopex";"912074";"M\MegaDemoScoopex\MegaDemoScoopex.Slave";"4096";"M\MegaDemoScoopex";"524288";"MegaDemoScoopex";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo ? 1988 Software of Sweden.";"1988 Software of Sweden";"whdload";"0";"Megademo";"MegademoSOS";"398471";"M\MegademoSOS\MegademoSOS.slave";"0";"M\MegademoSOS";"524288";"MegademoSOS";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo ? 1990 Static Bytes.";"1990 Static Bytes";"whdload";"0";"Megademo";"MegaDemoStaticBytes";"471493";"M\MegaDemoStaticBytes\MegaDemoStaticBytes.Slave";"524288";"M\MegaDemoStaticBytes";"524288";"MegaDemoStaticBytes";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo ? 1989 The Link.";"1989 The Link";"whdload";"0";"Megademo";"MegademoTheLink";"923287";"M\MegademoTheLink\MegademoTheLink.Slave";"0";"M\MegademoTheLink";"524288";"MegademoTheLink";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo ? 1989 United Forces.";"1989 United Forces";"whdload";"0";"Megademo";"MegademoUnitedForces";"1081530";"M\MegademoUnitedForces\MegademoUnitedForces.Slave";"0";"M\MegademoUnitedForces";"524288";"MegademoUnitedForces";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo ? 1990 Vermin.";"1990 Vermin";"whdload";"0";"Megademo";"MegademoVermin";"504326";"M\MegademoVermin\MegademoVermin.Slave";"0";"M\MegademoVermin";"524288";"MegademoVermin";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo ? 1989 Vision.";"1989 Vision";"whdload";"0";"Megademo";"MegademoVision";"744341";"M\MegademoVision\MegademoVision.Slave";"0";"M\MegademoVision";"524288";"MegademoVision";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Megademo ? 1988 Vortex 42.";"1988 Vortex 42";"whdload";"0";"Megademo";"MegademoVortex42";"327600";"M\MegademoVortex42\MegademoVortex42.Slave";"0";"M\MegademoVortex42";"524288";"MegademoVortex42";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Megademo ? 1991 Zeus.";"1991 Zeus";"whdload";"0";"Megademo";"MegademoZeus";"756775";"M\MegademoZeus\MegademoZeus.slave";"0";"M\MegademoZeus";"524288";"MegademoZeus";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Mega Mix 1 ? 1990 Royal Amiga Force.";"1990 Royal Amiga Force";"whdload";"0";"Mega Mix 1";"MegaMix1";"912679";"M\MegaMix1\MegaMix1.Slave";"0";"M\MegaMix1";"524288";"MegaMix1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Mega Mix 2 ? 1990 Royal Amiga Force.";"1990 Royal Amiga Force";"whdload";"0";"Mega Mix 2";"MegaMix2";"1823067";"M\MegaMix2\MegaMix2.slave";"0";"M\MegaMix2";"524288";"MegaMix2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Mega Mix 3 1991 Royal Amiga Force.";"1991 Royal Amiga Force";"whdload";"0";"Mega Mix 3";"MegaMix3";"1821031";"M\MegaMix3\MegaMix3.Slave";"0";"M\MegaMix3";"524288";"MegaMix3";"OCS/ECS";"";"";"";"";""
"NoError";"Melodies ? 1994 Scoopex.";"1994 by Scoopex";"whdload";"0";"Melodies";"Melodies";"2739272";"M\Melodies\Melodies.Slave";"0";"M\Melodies";"1048576";"Melodies";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Memorial Songs ? 1993 Alcatraz - 2 disks";"1993 Alcatraz";"whdload";"0";"Memorial Songs";"MemorialSongs";"1817549";"M\MemorialSongs\MemorialSongs.Slave";"0";"M\MemorialSongs";"524288";"MemorialSongs";"OCS/ECS";"";"";"";"";""
"NoError";"Mental Hangover ? 1990 Scoopex - 1 disk";"1990 Scoopex";"whdload";"0";"Mental Hangover";"MentalHangover";"918390";"M\MentalHangover\MentalHangover.Slave";"0";"M\MentalHangover";"524288";"MentalHangover";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Merry Melodies ? 1991 Relay.";"1991 Relay";"whdload";"0";"MerryMelodies Tunes";"MerryMelodies";"1023949";"M\MerryMelodies\MerryMelodies.Slave";"0";"M\MerryMelodies";"524288";"MerryMelodies";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Mesmerized, ?1990 Pure Metal Coders";"1991 Pure Metal Coders";"whdload";"0";"-< M E S M E R I Z E D >-";"Mesmerized";"333780";"M\Mesmerized\Mesmerized.Slave";"262144";"M\Mesmerized";"524288";"Mesmerized";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Metal & Lace ? 1993 Apocalypse Bay - 1 disk";"1993/94 Apocalypse Bay ";"whdload";"0";"Metal & Lace ";"Metal&Lace";"916250";"M\Metal&Lace\Metal&Lace.Slave";"0";"M\Metal&Lace";"524288";"Metal&Lace";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Metal Melissa the Pisser ? 1991 Animators.";"1991 Animators";"whdload";"0";"Metal Melissa The Pisser";"MetalMelissaThePisser";"917077";"M\MetalMelissaThePisser\MetalMelissaThePisser.Slave";"0";"M\MetalMelissaThePisser";"524288";"MetalMelissaThePisser";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Metamorphosis ? 1991 Brainstorm.";"1991 Brainstorm";"whdload";"0";"Metamorphosis";"Metamorphosis";"158031";"M\Metamorphosis\Metamorphosis.Slave";"0";"M\Metamorphosis";"524288";"Metamorphosis";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Miami Vice Theme ? 1987 Swiss Cracking Association.";"1987 SCA";"whdload";"0";"Miami Vice Maxi Soundtrack";"MiamiViceTheme";"3123893";"M\MiamiViceTheme\MiamiViceTheme.Slave";"0";"M\MiamiViceTheme";"524288";"MiamiViceTheme";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Micro Concept ? 1990 Crusaders.";"";"whdload";"0";"";"MicroConcept";"931315";"M\MicroConcept\MicroConcept.slave";"";"M\MicroConcept";"524288";"MicroConcept";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Mina Omistan by Movement (c) 199? - 1 disk.";"1993 Movement";"whdload";"0";"Mina Omistan";"MinaOmistanAGA";"911617";"M\MinaOmistanAGA\MinaOmistanAGA.Slave";"0";"M\MinaOmistanAGA";"1933312";"MinaOmistan";"AGA";"";"";"";"";""
"NoError";"Mindriot ? 1993 Andromeda - 1 disk";"1993 Andromeda";"whdload";"0";"Mindriot";"MindRiot";"502459";"M\MindRiot\MindRiot.Slave";"0";"M\MindRiot";"1048576";"MindRiot";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Mini Megademo ? 1992 Doom.";"1992 Doom";"whdload";"0";"Mini Megademo";"MiniMegademoDoom";"691195";"M\MiniMegademoDoom\MiniMegademoDoom.Slave";"0";"M\MiniMegademoDoom";"524288";"MiniMegademoDoom";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Mini Soundbox 1 ? 1989 Shadow Light & Level 4.";"1989 Shadow Light&Level 4";"whdload";"0";"Mini Soundbox 1";"MiniSoundbox1";"529047";"M\MiniSoundbox1\MiniSoundbox1.Slave";"0";"M\MiniSoundbox1";"524288";"MiniSoundbox1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Mini Soundbox 2 ? 1989 Shadow Light & Level 4.";"1989 Shadow Light&Level 4";"whdload";"0";"Mini Soundbox 2";"MiniSoundbox2";"528222";"M\MiniSoundbox2\MiniSoundbox2.Slave";"0";"M\MiniSoundbox2";"524288";"MiniSoundbox2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Mini Soundbox 3 ? 1989 Shadow Light & Level 4.";"1989 Shadow Light&Level 4";"whdload";"0";"Mini Soundbox 3";"MiniSoundbox3";"537400";"M\MiniSoundbox3\MiniSoundbox3.Slave";"0";"M\MiniSoundbox3";"524288";"MiniSoundbox3";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Minor Defects ? 1992 Grace.";"1992 Grace";"whdload";"0";"Minor Defects";"MinorDefects";"1821986";"M\MinorDefects\MinorDefects.Slave";"0";"M\MinorDefects";"524288";"MinorDefects";"OCS/ECS";"";"";"";"";""
"NoError";"Miracle Sounds 1 ? 1990.";"1990 Miracle";"whdload";"0";"Miracle Sounds 1";"MiracleSounds1";"912674";"M\MiracleSounds1\MiracleSounds1.Slave";"524288";"M\MiracleSounds1";"528384";"MiracleSounds1";"OCS/ECS";"";"";"";"";""
"NoError";"Mirror ? 1992 Andromeda - 2 disks";"1992 Andromeda";"whdload";"0";"Mirror";"Mirror";"1533099";"M\Mirror\Mirror.Slave";"0";"M\Mirror";"1048576";"Mirror";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Misery Dentro 2 ? 1993 TRSI";"1993 TRSI";"whdload";"0";"Misery Dentro 2";"MiseryDentro2";"908828";"M\MiseryDentro2\MiseryDentro2.Slave";"905216";"M\MiseryDentro2";"1048576";"MiseryDentro2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Mixolydian ? 1991 End of Century 1999.";"1991 End of Century 1999";"whdload";"0";"Mixolydian";"Mixolydian";"905767";"M\Mixolydian\Mixolydian.Slave";"0";"M\Mixolydian";"524288";"Mixolydian";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Mobile - Destination Unknown ? 199? Spaceballs.";"";"whdload";"0";"";"MobileDestinationUnknown";"912348";"M\MobileDestinationUnknown\MobileDestinationUnknown.slave";"";"M\MobileDestinationUnknown";"1048576";"MobileDestinationUnknown";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Moin Jungs ? 1988 Doctor Mabuse Orgasm Crackings.";"1988 Doctor Mabuse Orgasm Crackings";"whdload";"0";"Moin Jungs";"MoinJungs";"121573";"M\MoinJungs\MoinJungs.Slave";"0";"M\MoinJungs";"524288";"MoinJungs";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Monoxide ? 1992 Vanish.";"1992 Vanish";"whdload";"0";"Monoxide";"Monoxide";"919642";"M\Monoxide\Monoxide.Slave";"524288";"M\Monoxide";"524288";"Monoxide";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Morbid Visions 1992 Cyberiad.";"1992 Cyberiad";"whdload";"0";"Morbid Visions";"MorbidVisions";"1322930";"M\MorbidVisions\MorbidVisions.Slave";"0";"M\MorbidVisions";"524288";"MorbidVisions";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Morbid Visions 2 1993 Carillon & Cyberiad.";"1993 Carillon & Cyberiad";"whdload";"0";"Morbid Visions 2";"MorbidVisions2";"603319";"M\MorbidVisions2\MorbidVisions2.Slave";"0";"M\MorbidVisions2";"524288";"MorbidVisions2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Morbid Visions 3 1994 Carillon, Cyberiad & Complex.";"1994 Carillon, Cyberiad & Complex";"whdload";"0";"Morbid Visions 3";"MorbidVisions3";"450351";"M\MorbidVisions3\MorbidVisions3.Slave";"720896";"M\MorbidVisions3";"524288";"MorbidVisions3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"More Than Music ? 1991 Alcatraz";"1991 Alcatraz";"whdload";"0";"More Than Music";"MoreThanMusic";"922610";"M\MoreThanMusic\MoreThanMusic.Slave";"4096";"M\MoreThanMusic";"524288";"MoreThanMusic";"OCS/ECS";"";"";"";"";""
"Disk, NoError, Req68020, ReqAGA";"Motion ? 1994 Bomb.";"";"whdload";"0";"";"MotionAGA";"1814627";"M\MotionAGA\MotionAGA.slave";"1392640";"M\MotionAGA";"2080768";"Motion";"AGA";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"Mr. Monkey ? 1994 Rebels.";"1994 Rebels";"whdload";"0";"Mr. Monkey";"MrMonkeyAGA";"458441";"M\MrMonkeyAGA\MrMonkeyAGA.Slave";"0";"M\MrMonkeyAGA";"2097152";"MrMonkey";"AGA";"";"";"";"";""
"Disk, NoError";"Multica ? 1992 Andromeda.";"1992 Andromeda";"whdload";"0";"Multica";"Multica";"909230";"M\Multica\Multica.slave";"0";"M\Multica";"520192";"Multica";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Multidemo ? 1990 Amaze.";"1990 Amaze";"whdload";"0";"Multidemo";"Multidemo";"128923";"M\Multidemo\Multidemo.Slave";"0";"M\Multidemo";"524288";"Multidemo";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Multi Megamix ? 1991 Kefrens (1 disk)";"1991 Kefrens";"whdload";"0";"Multi Megamix";"MultiMegamix";"910394";"M\MultiMegamix\MultiMegamix.slave";"4096";"M\MultiMegamix";"524288";"MultiMegamix";"OCS/ECS";"";"";"";"";""
"Disk, NoError, ClearMem";"Multi Megamix II ? 1992 Kefrens (1 disk)";"1992 Kefrens";"whdload";"0";"Multi Megamix II";"MultiMegamix2";"912253";"M\MultiMegamix2\MultiMegamix2.slave";"4096";"M\MultiMegamix2";"524288";"MultiMegamix2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"MultiMegamix III ? 1992 Kefrens";"1992 Kefrens";"whdload";"0";"Multi Megamix III";"MultiMegamix3";"922685";"M\MultiMegamix3\MultiMegamix3.Slave";"4096";"M\MultiMegamix3";"524288";"MultiMegamix3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Musabox ? 1991 Falcons.";"1991 Falcons";"whdload";"0";"Musabox";"Musabox";"784242";"M\Musabox\Musabox.Slave";"0";"M\Musabox";"524288";"Musabox";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Musabox 2 ? 1982 Falcons.";"1992 Falcons";"whdload";"0";"Musabox 2";"Musabox2";"944987";"M\Musabox2\Musabox2.Slave";"0";"M\Musabox2";"524288";"Musabox2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Museum ? 1992 Alcatraz.";"1992 Alcatraz";"whdload";"0";"Museum";"Museum";"921261";"M\Museum\Museum.Slave";"0";"M\Museum";"524288";"Museum";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Musical Rabbit ? 1993 Carrillon & Cyberiad.";"1993 Carrillon & Cyberiad";"whdload";"0";"Muscial Rabbit";"MusicalRabbit";"466340";"M\MusicalRabbit\MusicalRabbit.Slave";"524288";"M\MusicalRabbit";"524288";"MusicalRabbit";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Musical Secrets ? 1992 Zite.";"1992 Zite";"whdload";"0";"Musical Secrets";"MusicalSecrets";"919979";"M\MusicalSecrets\MusicalSecrets.Slave";"0";"M\MusicalSecrets";"524288";"MusicalSecrets";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Musication ? 1992 Absolute!.";"1992 Absolute!";"whdload";"0";"Musication";"Musication";"841399";"M\Musication\Musication.Slave";"0";"M\Musication";"524288";"Musication";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Musicbox 3 ? 1991 Gate.";"1991 Gate";"whdload";"0";"Musicbox 3";"Musicbox3";"883377";"M\Musicbox3\Musicbox3.Slave";"0";"M\Musicbox3";"524288";"Musicbox3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Box ? 1991 Copyride.";"1991 Copyride";"whdload";"0";"Music Box";"MusicBoxCopyride";"1105707";"M\MusicBoxCopyride\MusicBoxCopyride.Slave";"0";"M\MusicBoxCopyride";"524288";"MusicBoxCopyride";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Collection 1991 Katharsis.";"1991 Katharsis";"whdload";"0";"Music Collection";"MusicCollection";"1820533";"M\MusicCollection\MusicCollection.Slave";"0";"M\MusicCollection";"524288";"MusicCollection";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Collection 4 ? 1991 Zarch.";"1991 Zarch";"whdload";"0";"Music Collection 4";"MusicCollection4Zarch";"919377";"M\MusicCollection4Zarch\MusicCollection4Zarch.Slave";"0";"M\MusicCollection4Zarch";"524288";"MusicCollection4Zarch";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Collection ? 1989 Exocet.";"1989 Exocet";"whdload";"0";"Music Collection";"MusicCollectionExocet";"920547";"M\MusicCollectionExocet\MusicCollectionExocet.Slave";"0";"M\MusicCollectionExocet";"524288";"MusicCollectionExocet";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Compacting 2 ? 1991 Zylon & Alpha Flight.";"1991 Zylon & Alpha Flight";"whdload";"0";"Music Compacting 2";"MusicCompacting2";"921379";"M\MusicCompacting2\MusicCompacting2.slave";"0";"M\MusicCompacting2";"524288";"MusicCompacting2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Compilation ? 1989 Random Access.";"1989 Random Access";"whdload";"0";"Music Compilation ";"MusicCompilation";"793797";"M\MusicCompilation\MusicCompilation.Slave";"0";"M\MusicCompilation";"524288";"MusicCompilation";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Demo ? 1992 Deform.";"1992 Deform";"whdload";"0";"Music Demo";"MusicDemoDeform";"919051";"M\MusicDemoDeform\MusicDemoDeform.Slave";"0";"M\MusicDemoDeform";"524288";"MusicDemoDeform";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 The Fantasy Force.";"1990 The Fantasy Force";"whdload";"0";"Music Disk";"MusicDisk1";"1627280";"M\MusicDisk1\MusicDisk1.Slave";"524288";"M\MusicDisk1";"524288";"MusicDisk1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 81st Track.";"1991 81st Track";"whdload";"0";"Music Disk 1";"MusicDisk181stTrack";"921234";"M\MusicDisk181stTrack\MusicDisk181stTrack.Slave";"524288";"M\MusicDisk181stTrack";"524288";"MusicDisk181stTrack";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1993 Adam McCrory.";"1993 Adam McCrory";"whdload";"0";"Music Disk 1";"MusicDisk1AdamMcCrory";"322828";"M\MusicDisk1AdamMcCrory\MusicDisk1AdamMcCrory.Slave";"0";"M\MusicDisk1AdamMcCrory";"524288";"MusicDisk1AdamMcCrory";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Music Disk 1 ? 1990 Alcatraz";"1990 Alcatraz";"whdload";"0";"Music Disk 1";"MusicDisk1Alcatraz";"926565";"M\MusicDisk1Alcatraz\MusicDisk1Alcatraz.Slave";"4096";"M\MusicDisk1Alcatraz";"524288";"MusicDisk1Alcatraz";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Bass.";"1991 Bass";"whdload";"0";"Music Disk 1";"MusicDisk1Bass";"843394";"M\MusicDisk1Bass\MusicDisk1Bass.slave";"0";"M\MusicDisk1Bass";"524288";"MusicDisk1Bass";"OCS/ECS";"";"";"";"";""
"NoError";"MusicDisk 1 ? 1989 D-Mob.";"1989 D-Mob";"whdload";"0";"MusicDisk 1";"MusicDisk1DMob";"918043";"M\MusicDisk1DMob\MusicDisk1DMob.Slave";"0";"M\MusicDisk1DMob";"524288";"MusicDisk1DMob";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 The Fantasy Force.";"1990 The Fantasy Force";"whdload";"0";"Music Disk";"MusicDisk1FantasyForce";"726770";"M\MusicDisk1FantasyForce\MusicDisk1FantasyForce.Slave";"524288";"M\MusicDisk1FantasyForce";"524288";"MusicDisk1FantasyForce";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1989 IKS.";"1989 IKS";"whdload";"0";"Music Disk 1";"MusicDisk1IKS";"920865";"M\MusicDisk1IKS\MusicDisk1IKS.Slave";"0";"M\MusicDisk1IKS";"524288";"MusicDisk1IKS";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Ipec Elite.";"1989 Ipec Elite";"whdload";"0";"Music Disk";"MusicDisk1IpecElite";"766314";"M\MusicDisk1IpecElite\MusicDisk1IpecElite.Slave";"0";"M\MusicDisk1IpecElite";"524288";"MusicDisk1IpecElite";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 1988 Mahoney & Kaktus.";"1988 Mahoney & Kaktus";"whdload";"0";"Music Disk 1";"MusicDisk1Mahoney&Kaktus";"917612";"M\MusicDisk1Mahoney&Kaktus\MusicDisk1Mahoney&Kaktus.Slave";"0";"M\MusicDisk1Mahoney&Kaktus";"524288";"MusicDisk1Mahoney&Kaktus";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Prologic.";"1991 Prologic";"whdload";"0";"Music Disk 1";"MusicDisk1Prologic";"918793";"M\MusicDisk1Prologic\MusicDisk1Prologic.Slave";"0";"M\MusicDisk1Prologic";"524288";"MusicDisk1Prologic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Vega.";"1991 Vega";"whdload";"0";"Music Disk 1";"MusicDisk1Vega";"919609";"M\MusicDisk1Vega\MusicDisk1Vega.Slave";"0";"M\MusicDisk1Vega";"524288";"MusicDisk1Vega";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 The Fantasy Force.";"1991 The Fantasy Force";"whdload";"0";"Music Disk 2";"MusicDisk2";"566983";"M\MusicDisk2\MusicDisk2.Slave";"0";"M\MusicDisk2";"524288";"MusicDisk2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 81st Track.";"1992 The 81st Track";"whdload";"0";"Music Disk 2";"MusicDisk281stTrack";"892338";"M\MusicDisk281stTrack\MusicDisk281stTrack.Slave";"524288";"M\MusicDisk281stTrack";"524288";"MusicDisk281stTrack";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Music Disk 2 ? 1992 Darkness.";"1992 Darkness";"whdload";"0";"Music Disk 2";"MusicDisk2Darkness";"917536";"M\MusicDisk2Darkness\MusicDisk2Darkness.Slave";"0";"M\MusicDisk2Darkness";"524288";"MusicDisk2Darkness";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1990 Elite.";"1990 Elite";"whdload";"0";"Music Disk 2";"MusicDisk2Elite";"919816";"M\MusicDisk2Elite\MusicDisk2Elite.Slave";"0";"M\MusicDisk2Elite";"524288";"MusicDisk2Elite";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1989 IKS.";"1989 IKS";"whdload";"0";"Music Disk 2";"MusicDisk2IKS";"920698";"M\MusicDisk2IKS\MusicDisk2IKS.Slave";"0";"M\MusicDisk2IKS";"524288";"MusicDisk2IKS";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 Vega.";"1991 Vega";"whdload";"0";"Music Disk 2";"MusicDisk2Vega";"428798";"M\MusicDisk2Vega\MusicDisk2Vega.Slave";"0";"M\MusicDisk2Vega";"524288";"MusicDisk2Vega";"OCS/ECS";"";"";"";"";""
"NoError";"MusicDisk 3 ? 1989 D-Mob.";"1989 D-Mob";"whdload";"0";"MusicDisk 3";"MusicDisk3";"923901";"M\MusicDisk3\MusicDisk3.Slave";"0";"M\MusicDisk3";"524288";"MusicDisk3";"OCS/ECS";"";"";"";"";""
"NoError";"MusicDisk 4 ? 1990 D-Mob.";"1990 D-Mob";"whdload";"0";"MusicDisk 4";"MusicDisk4";"1814809";"M\MusicDisk4\MusicDisk4.Slave";"0";"M\MusicDisk4";"524288";"MusicDisk4";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 4 ? 1992 Vega.";"1992 Vega";"whdload";"0";"Music Disk 4";"MusicDisk4Vega";"919011";"M\MusicDisk4Vega\MusicDisk4Vega.Slave";"0";"M\MusicDisk4Vega";"524288";"MusicDisk4Vega";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 6 ? 1992 Ram Jam.";"1992 Ram Jam";"whdload";"0";"Megademo";"MusicDisk6RamJam";"745841";"M\MusicDisk6RamJam\MusicDisk6RamJam.Slave";"0";"M\MusicDisk6RamJam";"524288";"MusicDisk6RamJam";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, EmulPriv, Examine";"Music Disk 1989 Action Force.";"1989 Action Force";"whdload";"0";"Music Disk";"MusicDiskActionForce";"1084622";"M\MusicDiskActionForce\MusicDiskActionForce.slave";"786432";"M\MusicDiskActionForce";"524288";"MusicDiskActionForce";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Armada & It.";"1989 Armada & It";"whdload";"0";"Music Disk";"MusicDiskArmada&It";"510678";"M\MusicDiskArmada&It\MusicDiskArmada&It.Slave";"0";"M\MusicDiskArmada&It";"524288";"MusicDiskArmada";"OCS/ECS";"It";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk ? 1991 Aspect & Orix.";"1991 Aspect & Orix";"whdload";"0";"Music Disk";"MusicDiskAspect&Orix";"745074";"M\MusicDiskAspect&Orix\MusicDiskAspect&Orix.Slave";"0";"M\MusicDiskAspect&Orix";"524288";"MusicDiskAspect&Orix";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 Cryptic.";"1990 Cryptic";"whdload";"0";"Music Disk";"MusicDiskCryptic";"920147";"M\MusicDiskCryptic\MusicDiskCryptic.Slave";"0";"M\MusicDiskCryptic";"524288";"MusicDiskCryptic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Dexion.";"Dexion";"whdload";"0";"Music Disk";"MusicDiskDexion";"919716";"M\MusicDiskDexion\MusicDiskDexion.Slave";"0";"M\MusicDiskDexion";"524288";"MusicDiskDexion";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Music Disk ? 1992 Dreamscape.";"1992 Dreamscape";"whdload";"0";"Music Disk";"MusicDiskDreamscape";"362166";"M\MusicDiskDreamscape\MusicDiskDreamscape.Slave";"0";"M\MusicDiskDreamscape";"524288";"MusicDiskDreamscape";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Music Disk ? 1989 Escape.";"1989 Escape";"whdload";"0";"Music Disk";"MusicDiskEscape";"344983";"M\MusicDiskEscape\MusicDiskEscape.Slave";"0";"M\MusicDiskEscape";"524288";"MusicDiskEscape";"OCS/ECS";"";"";"";"";""
