Whdownload Game Archive File;Whdload Name
HiredGuns_v1.0_1MB_1114.zip;Hired Guns (1 MB)
Historyline_v1.5_1569.zip;Historyline 1914-1918
HoleInOne_v1.0.zip;Hole-In-One
HoleInOne&DataDisks_v1.0.zip;Hole-In-One & Hole-In-One Course Disk 1 & 2 & 3
HolidayLemmings1993_v1.3_0337.zip;Holiday Lemmings 1993
HolidayLemmings1994_v1.3_0492.zip;Holiday Lemmings 1994
HollywoodPoker_v1.1_1791.zip;Hollywood Poker
HollywoodPokerPro_v1.2_2505.zip;Hollywood Poker Pro
HongKongPhooey_v1.0_1559.zip;Hong Kong Phooey
Hook_v1.2_0887.zip;Hook
HorrorZombiesFromTheCrypt_v1.3_0286.lha;Horror Zombies From The Crypt
Hostages_v1.1_0186.zip;Hostages
HostileBreed_v1.0.zip;Hostile Breed
HotRod_v1.0_2437.zip;Hot Rod
HotRubber_v1.0.zip;Hot Rubber
Hotshot_v1.0_2083.zip;Hotshot
HoundOfShadow_v1.0_0338.zip;Hound Of Shadow, The
HuckleberryHound_v1.1.zip;Huckleberry Hound In Hollywood Capers
HudsonHawk_v1.3_1035.zip;Hudson Hawk
Hugo1_v1.0_Dk.zip;Hugo - P
Hugo2_v1.0_Dk.zip;Hugo - P
HumanKillingMachine_v1.0.zip;Human Killing Machine
Humans_v1.4_CD32.zip;Humans, The (CD32)
Humans_v1.4_1888.zip;Humans, The
Humans2_v1.01_1036.zip;Humans 2, The: Jurassic Levels
Humans3_v1.1_AGA_2382.lha;Humans 3: Evolution - Lost In Time... (AGA)
Hunter_v1.23.zip;Hunter
HuntForRedOctober_v1.0_0128.zip;Hunt For Red October (Oxford Digital)
HuntForRedOctoberTheMovie_v1.1_2232.zip;Hunt For Red October II, The - The Movie
Hybris_v2.1_1457.zip;Hybris
Hydra_v1.1_2515.zip;Hydra
Hyperdome_v1.0.zip;Hyperdome
Hyperion_v1.0.zip;Hyperion
IanBothamsCricket_v1.0.zip;Ian Botham's Cricket
IceRunner_v1.0.zip;Ice Runner
IkariWarriors_v0801.1_0771.zip;Ikari Warriors
Ilyad_v1.1_1944.zip;Ilyad
Immortal_v2.0_0340.zip;Immortal, The
Impact_v1.1_2462.zip;Impact
Impact95_v1.1.zip;Impact 95
Imperium_v1.1_0341.zip;Imperium
Impossamole_v1.2_0063.zip;Impossamole
ImpossibleMission2_v1.1_0066.zip;Impossible Mission II
ImpossibleMission2025_v1.1_1107.zip;Impossible Mission 2025: The Special Edition
ImpossibleMission2025_v1.1_AGA_1833.zip;Impossible Mission 2025: The Special Edition (AGA)
IncredibleCrashDummies_v1.0.zip;Incredible Crash Dummies, The
IndianaJones&TheFateOfAtlantisAction_v1.0.zip;Indiana Jones And The Fate Of Atlantis - The Action Game
IndianaJones&TheFateOfAtlantisAdventure_v1.4_0851.zip;Indiana Jones And The Fate Of Atlantis - The Graphic Adventure
IndianaJones&TheLastCrusadeAction_v1.2_1619.zip;Indiana Jones And The Last Crusade - The Action Game
IndianaJones&TheLastCrusadeAdventure_v1.4_1990.zip;Indiana Jones And The Last Crusade - The Graphic Adventure
IndianaJones&TheTempleOfDoom_v1.0_0660.zip;Indiana Jones And The Temple Of Doom
Indianapolis500_v2.0_0686.zip;Indianapolis 500: The Simulation
Indigo_v1.1_Files.zip;Indigo (Files)
IndoorSports_v1.1.zip;Indoor Sports: Volume 1
IndyHeat_v1.1.zip;Indy Heat
Infection_v1.0.zip;Infection
Infestation_v1.1.zip;Infestation
IngridsBack_v1.0.zip;Ingrid's Back!
InnocentUntilCaught_v1.01_1824.lha;Innocent Until Caught
InsanityFight_v1.2.lha;Insanity Fight
InsectorHectiInTheInterChange_v1.0.zip;Insector Hecti In The Inter Change
InsectsInSpace_v1.1.zip;Insects In Space
Intact_v1.0_15MB.zip;Intact (15 MB)
International3DTennis_v1.0_1609.zip;International 3D Tennis
InternationalIceHockey_v1.0_0665.zip;International Ice Hockey
InternationalKarate+_v1.5_2063.zip;International Karate +
InternationalKarate+_v1.5_CD32.zip;International Karate + (CD32)
InternationalNinjaRabbits_v1.1.zip;International Ninja Rabbits
InternationalSoccer_v1.0_2429.zip;International Soccer (Zeppelin)
InternationalTennis_v1.0.zip;International Tennis
InternationalTruckRacing_v1.1.zip;International Truck Racing
Interphase_v1.9_0067.zip;Interphase
IntoTheEaglesNest_v1.1.zip;Into The Eagle's Nest...
Invasion_v1.0.zip;Invasion
IronLord_v1.11_1650.zip;Iron Lord
IronTrackers_v1.0_2740.zip;Iron Trackers
Ishar_v1.3_AGA.zip;Ishar: Legend Of The Fortress (AGA)
Ishar_v1.3_0187.zip;Ishar: Legend Of The Fortress
Ishar2_v1.3a.zip;Ishar 2: Messengers Of Doom
Ishar2_v1.3a_AGA_0787.zip;Ishar 2: Messengers Of Doom (AGA)
Ishar3_v1.2.zip;Ishar 3: The Seven Gates Of Infinity
Ishar3_v1.2_AGA_2245.zip;Ishar 3: The Seven Gates Of Infinity (AGA)
Ishido_v1.0.lha;Ishid
IslandOfLostHope_v1.0.zip;Island Of Lost Hope, The
ISS_v1.0_0287.zip;ISS: Incredible Shrinking Sphere
Italia1990_v1.0_2314.zip;Italy 1990 (Codemasters)
Italy1990_v1.2_1260.zip;Italy 1990 (U.S. Gold)
Italy1990WinnersEdition_v1.2_1610.zip;Italy 1990: Winners Edition (U.S. Gold)
ItCameFromTheDesert_v2.0_0014.zip;It Came From The Desert
ItCameFromTheDesert2Antheads_v2.0.zip;Antheads: It Came From The Desert II
Ivanhoe_v1.0_1648.zip;Ivanhoe
JaguarXJ220_v1.2.zip;Jaguar XJ220
JahangirKhansWorldChampionshipSquash_v1.0_0129.zip;Jahangir Khan's World Championship Squash
JamesBondTheStealthAffair_v2.0_2016.zip;James Bond - The Stealth Affair
JamesPond_v2.1.zip;James Pond 2: Codename RoboCod
JamesPond2_v1.2_1352.zip;James Pond 2: Codename RoboCod
JamesPond2_v1.1_AGA_1354.zip;James Pond 2: Codename RoboCod (AGA)
JamesPond2_v1.0_CD32.zip;James Pond 2: Codename RoboCod (CD32)
JamesPond3_v1.0_AGA_0688.zip;James Pond 3: Operation Starfi5h (AGA)
JamesPond3_v1.02_CD32.zip;James Pond 3: Operation Starfi5h (CD32)
Jaws_v1.0_0512.zip;Jaws: The Computer Game
Jet_v1.0.lha;Jet
Jet&HawaiianSceneryDisk_v1.0.lha;Jet & Hawaiian Scenery Disk
Jet&SceneryDisk07_v1.0.lha;Jet & Scenery Disk 7
Jet&SceneryDisk09_v1.0.lha;Jet & Scenery Disk 9
Jet&SceneryDisk11_v1.0.lha;Jet & Scenery Disk 11
Jet&SceneryDisk12_v1.0.lha;Jet & Scenery Disk 12
Jet&SceneryDisk13_v1.0.lha;Jet & Scenery Disk 13
Jet&SceneryDisk14_v1.0.lha;Jet & Scenery Disk 14
JetSetWilly2_v0501.1_1115.zip;Jet Set Willy II
JetsonsTheComputerGame_v1.0_2270.zip;Jetsons, The: George Jetson And The Legend of Robotopia
Jetstrike_v1.1.zip;Jetstrike
Jetstrike_v1.1_AGA.zip;Jetstrike (AGA)
JewelsOfDarkness_v1.0.zip;Jewels Of Darkness
JimmysFantasticJourney_v1.1.zip;Jimmy's Fantastic Journey
JimmyWhitesWhirlwindSnooker_v2.0_2466.zip;Jimmy White's 'Whirlwind' Snooker
JimPower_v1.1_0068.zip;Jim Power: In Mutant Planet
Jinks_v1.0_0973.zip;Jinks
Jinxter_v1.0.zip;Jinxter
JockyWilsonsDartsChallenge_v1.0.zip;Jocky Wilson's Darts Challenge
Joe&MacCavemanNinja_v1.0b_2179.zip;Joe & Mac: Caveman Ninja
JoeBlade_v1.1_0514.zip;Joe Blade
JoeBlade2_v1.0.zip;Joe Blade 2
JohnBarnesEuropeanFootball_v1.0_1925.zip;John Barnes European Football
JohnMaddenFootball_v1.2_0071.zip;John Madden Football
Journey_v1.1_0499.zip;Journey
Jouster3_v1.0.zip;Jouster 3
JudgeDredd_v1.1.zip;Judge Dredd
Jug_v1.0.zip;Jug
JumpingJackSon_v1.41_1040.zip;Jumping Jack'Son
JumpNRoll_v1.0.zip;Jump'n'Roll
JungleStrike_v1.1_2MB_2581.zip;Jungle Strike (2 MB)
JungleStrike_v1.2_CD32.zip;Jungle Strike (CD32)
JuniorTypist_v1.0.zip;Junior Typist
JupiterProbe_v1.0.1.zip;Jupiter Probe
JupitersMasterdrive_v1.1_1280.zip;Jupiter's Masterdrive
JurassicPark_v1.1_0048.zip;Jurassic Park
JurassicPark_v1.4_AGA_0836.zip;Jurassic Park (AGA)
K240_v1.0_1565.zip;K240
KajkoIKokosz_v1.1.zip;Kajko i Kokosz
Kamikaze_v1.0_1573.zip;Kamikaze
KarateKid2_v1.1.zip;Karate Kid Part II, The
KarateKing&CityDefence_v1.1.zip;Karate King & City Defence
KartingGrandPrix_v1.0_0517.zip;Karting Grand Prix
Katakis_v1.2_1Disk_1273.zip;Katakis (1 Disk)
KeefTheThief_v1.0_1460.lha;Keef The Thief: A Boy And His Lockpick
KellyX_v1.0_1133.zip;Kelly X
KennedyApproach_v1.0_1506.lha;Kennedy Approach
KeysToMaramon_v1.0.lha;Keys To Maramon, The
KGB_v1.1_1109.zip;KGB
Khalaan_v1.1_2395.lha;Khalaan
KickOff_v1.1_0189.zip;Kick Off
KickOff&ExtraTime_v1.1_1Disk_0881.zip;Kick Off & Kick Off : Extra Time (1 Disk)
KickOff2_v1.07_0760.zip;Kick Off 2
KickOff216_v1.07_2191.zip;Kick Off 2 (version 1.6e)
KickOff2CompetitionVersion_v1.07.zip;Kick Off 2 - Competition Version
KickOff2FinalWhistle_v1.03_0166.zip;Kick Off 2 Final Whistle
KickOff2FinalWhistleCompetitionVersion_v1.03.zip;Kick Off 2 Final Whistle - Competition Version
KickOff2PlusWorldCup90_v1.07_0168.zip;Kick Off 2 Plus World Cup 90
KickOff2ReturnToEurope_v1.01_0169.zip;Kick Off 2 - Return To Europe
KickOff3_v1.0_0191.zip;Kick Off 3
KickOff3EuropeanChallenge_v1.0_0170.zip;Kick Off 3 European Challenge
KickOff3EuropeanChallenge_v1.0_AGA_1896.zip;Kick Off 3 European Challenge (AGA)
KidChaos_v1.1b_CD32.zip;Kid Chaos (CD32)
KidChaos_v1.0_1140.zip;Kid Chaos
KidGloves_v1.2_1372.zip;Kid Gloves
KidGloves2_v1.2.zip;Kid Gloves II: The Journey Back
Kikstart2_v1.1.zip;Kikstart ii
Kikugi_v1.0.zip;Kikugi
Killerball_v1.1_2565.zip;Killerball
KillingCloud_v1.0.zip;Killing Cloud, The
KillingGameShow_v1.2.lha;Killing Game Show, The
KillingMachine_v1.0_2504.zip;Killing Machine
KingmakerQuestForTheCrown_v1.0_1616.zip;Kingmaker: The Quest For The Crown
KingOfChicago_v1.1_1416.zip;King Of Chicago, The
KingsQuest_v1.1_1333.zip;King's Quest: Quest For The Crown
KingsQuest2_v1.2b_0520.zip;King's Quest II: Romancing The Throne
KingsQuest3_v1.0.zip;King's Quest III: To Heir Is Human
KingsQuest4_v1.1_0822.zip;King's Quest IV: The Perils Of Rosella
KingsQuest5_v1.3.zip;King's Quest V: Absence Makes The Heart Go Yonder
KingsQuest6_v1.1.zip;King's Quest VI: Heir Today Gone Tomorrow
KingsQuestEnhanced_v1.0_1436.zip;King's Quest I: Quest For The Crown (enhanced)
KirosQuest_v1.0.zip;Kiro's Quest
Klax_v1.3_0878.zip;Klax
KnightForce_v1.2_1574.zip;Knight Force
Knightmare_v1.0_0966.zip;Knightmare
KnightOrc_v1.0_0215.zip;Knight Orc
KnightsOfTheCrystallion_v1.51_1160.zip;Knights Of The Crystallion
KnightsOfTheSky_v1.3_0522.zip;Knights Of The Sky
Kristal_v1.2_0024.zip;Kristal, The
KrustysSuperFunHouse_v1.1_1599.zip;Krusty's Super Fun House
KryptonEgg_v1.0_1578.zip;Krypton Egg
Kult_v1.1b_0661.zip;Kult
Kwasimodo_v1.2.zip;Kwasimodo
KwikSnax_v1.0.zip;Kwik Snax
Labyrinth_v1.0.1_Dk.lha;Labyrinth (Dk)
LamborghiniAmericanChallenge_v2.10.zip;Lamborghini American Challenge
Lancelot_v1.0_0216.zip;Lancelot
LaserSquad_v2.2_1907.zip;Laser Squad
LastActionHero_v1.1.zip;Last Action Hero
LastBattle_v1.1_1044.zip;Last Battle
LastDuel_v1.1.zip;Last Duel: Inter Planet War 2012
LastNinja2_v1.1_0131.zip;Last Ninja 2: Back With A Vengeance
LastNinja3_v2.0_CD32.zip;Last Ninja 3 (CD32)
LastNinja3_v2.0_0495.zip;Last Ninja 3
LeaderBoard_v0.1_Arcadia.zip;Leader Board (Arcadia)
LeadingLapMPV_v1.0_AGA.zip;Leading Lap MPV (Moving Point of View) (AGA)
LeadingLapMPV_v1.0.zip;Leading Lap MPV (Moving Point of View)
Leander_v2.2_0496.zip;Leander
Leatherneck_v1.0.zip;Leatherneck
LeavinTeramis_v1.1_3061.zip;Leavin' Teramis
LEDStorm_v2.0_0934.zip;LED Storm
Legacy_v1.0.zip;Legacy
Legend_v1.2_Mindscape_1100.zip;Legend (Mindscape)
LegendOfFaerghail_v2.0b_2844.zip;Legend Of Faerghail
LegendOfKyrandia_v1.1_1575.zip;Fables & Fiends: Book One - The Legend Of Kyrandia
LegendOfRagnarok_v1.0.zip;Legend Of Ragnarok, The
Legends_v1.1_AGA.zip;Legends (AGA)
Legends_v1.1_CD32.zip;Legends (CD32)
LegendsOfValour_v1.0_0837.zip;Legends Of Valour: Volume 1 - The Dawning
LeisureSuitLarry_v1.3-B_0690.zip;Leisure Suit Larry 3: Passionate Patti In Pursuit Of The Pulsating Pectorals!
LeisureSuitLarry2_v1.1_0193.zip;Leisure Suit Larry II
LeisureSuitLarry3_v1.3-B_0690.lha;Leisure Suit Larry 3: Passionate Patti In Pursuit Of The Pulsating Pectorals!
LeisureSuitLarry5_v1.3_2244.zip;Leisure Suit Larry 5: Passionate Patti Does A Little Undercover Work
Lemmings_v1.1_CDTV.zip;Lemmings (CDTV)
Lemmings_v1.4_1Disk_0270.zip;Lemmings (1 Disk)
Lemmings2_v1.4_1MB_0351.zip;Lemmings 2: The Tribes (1 MB)
Leonardo_v1.1_DOS.zip;Leonardo (DOS)
LesManleyInSearchForTheKing_v1.1.zip;Les Manley In: Search For The King
LethalWeapon_v1.3_0814.zip;Lethal Weapon
LethalXcess_v1.2_0814.zip;Lethal Xcess: Wings Of Death II
LethalZone_v1.0_2321.zip;Lethal Zone
Leviathan_v1.0.zip;Leviathan
LicenseToKill_v1.2_0772.zip;License To Kill
Life&Death_v1.2_1126.zip;Life And Death
LightCorridor_v1.0_0526.zip;Light Corridor, The
Limes&Napoleon_v1.0.zip;Limes & Napoleon
LineOfFire_v1.0_1394.zip;Line Of Fire
Lionheart_v2.1b_0845.zip;Lionheart
LionKing_v1.0_AGA_0527.zip;Lion King, The (AGA)
LiquidKids_v1.1_Files.zip;Liquid Kids (Files)
LittleComputerPeople_v1.2_0913.zip;Little Computer People
LittlePuffInDragonland_v1.0.zip;Little Puff In Dragonland
Live&LetDie&SpaceHarrier_v1.0_2517.zip;Live And Let Die & Space Harrier
Livingstone2_v1.0.zip;Livingstone II
Llamatron_v1.1_1MB.zip;Llamatron: 2112 (1 MB)
Locomotion_v1.0.zip;Locomotion (Kingsoft)
Logical_v1.1_CDTV.zip;Logical (CDTV)
Logical_v1.1_0529.zip;Logical
Logo_v1.0.zip;Logo
Lollypop_v1.0.lha;Lollypop
LombardRACRally_v1.1_1Disk_1144.zip;Lombard RAC Rally (1 Disk)
Loom_v1.2_Kick13_0618.zip;Loom (Kick 1.3)
Loopz_v1.1_0530.zip;Loopz
LordsOfChaos_v1.2_1568.zip;Lords Of Chaos
LordsOfTheRealm_v1.0_1566.zip;Lords Of The Realm
LordsOfTheRealm_v1.0_AGA.zip;Lords Of The Realm (AGA)
LordsOfTheRisingSun_v1.3b_0133.zip;Lords Of The Rising Sun
LordsOfWar_v1.1.lha;Lords Of War
Lorna_v1.0.zip;Lorna
LostDutchmanMine_v2.0.zip;Lost Dutchman Mine
LostInMine_v1.1.zip;Lost In Mine
LostPatrol_v1.3_0773.zip;Lost Patrol, The
LostVikings_v2.0_CD32.lha;Lost Vikings, The (CD32)
LostVikings_v2.0_2235.lha;Lost Vikings, The
LotharMatthausDieInteraktiveFussballsimulation_v1.0.zip;Lothar Matth
Lotus_v1.1_0774.zip;Lotus Esprit Turbo Challenge
Lotus_v1.1_CD32.zip;Lotus Esprit Turbo Challenge (CD32)
Lotus2_v1.9_0497.zip;Lotus Turbo Challenge 2
Lotus3_v1.41_0217.zip;Lotus III: The Ultimate Challenge
LunarC_v1.0b_CD32.zip;Lunar-C (CD32)
LureOfTheTemptress_v1.4_2031.zip;Lure Of The Temptress
Luxor_v1.0.zip;Luxor
M1TankPlatoon_v1.0_0531.zip;M1 Tank Platoon
Mach3_v1.0_2638.zip;Mach 3
MadProfessorMariarti_v1.1_0662.zip;Mad Professor Mariarti
MadShow_v1.0.zip;Mad Show
MadTV_v1.1.zip;Mad TV
MagicBoy_v1.1_2525.zip;Magic Boy
MagicFly_v1.0_1MB.zip;Magic Fly (1 MB)
Magician_v1.0_2417.zip;Magician, The
MagicJohnsonsBasketball_v1.0.lha;Magic Johnson's Basketball
MagiclandDizzy_v1.4_1145.zip;Magicland Dizzy
MagicLines_v1.0.zip;Magic Lines
MagicPockets_v1.0_0917.zip;Magic Pockets
Magnatron_v1.2.zip;Magnatron
MajorMotion_v1.0_1756.zip;Major Motion
ManchesterUnitedEurope20_v1.0_1104.zip;Manchester United Europe 2.0
ManchesterUnitedEurope21_v1.0_1120.zip;Manchester United Europe 2.1
ManchesterUnitedEurope23_v1.0_2206.zip;Manchester United Europe 2.3
ManchesterUnitedPLC_v1.0_1790.zip;Manchester United: Premier League Champions
ManchesterUnitedPLC&DataDisks_v1.0_1789&1790.zip;Manchester United: Premier League Champions & 1994-95 Season Data Disk
ManFromTheCouncil_v1.0_2599.zip;Man From The Council, The
ManhattenDealers_v1.1a.zip;Manhatten Dealers
Manhunter_v1.0_0354.zip;Manhunter: New York
Manhunter2_v1.0_1199.zip;Manhunter 2: San Francisco
ManiacMansion_v1.1_1571.zip;Maniac Mansion
Maniax_v1.01.zip;Maniax
ManicMiner_v0501.2_1116.zip;Manic Miner
Manix_v1.1_2533.zip;Manix
MarbleMadness_v2.0_0013.zip;Marble Madness
MariasXmasBox_v1.0.zip;Maria's Xmas Box
MarvinsMarvellousAdventure_v1.01_CD32.zip;Marvin's Marvellous Adventure (CD32)
MarvinsMarvellousAdventure_v1.01_AGA_1152.zip;Marvin's Marvellous Adventure (AGA)
MasterAxe_v1.1.zip;Master Axe: The Genesis of MysterX
MasterBlaster_v1.0.zip;Master Blaster
Masterblazer_v1.2_0699.zip;Masterblazer
MatchOfTheDay_v1.1_0248.zip;Match Of The Day
MatrixMarauders_v1.1_1705.zip;Matrix Marauders
MaupitiIsland_v1.5_2070.zip;Maupiti Island
MaxRally_v1.0.zip;MAX Rally
Maya_v1.2_1742.zip;Maya
MaydaySquadHeroes_v1.0_2219.zip;Mayday Squad Heroes
McDonaldLand_v1.4.1_0970.lha;McDonald Land
MeanArenas_v1.0b_CD32.zip;Mean Arenas (CD32)
MeanArenas_v1.0b.zip;Mean Arenas
MeanMachine_v1.1.zip;Mean Machine
MeanStreets_v1.2.zip;Mean Streets
MegaLoMania_v1.6_0272.zip;Mega Lo Mania
MegaMotion_v0.1.zip;Mega Motion
MegaPhoenix_v1.2.zip;Mega Phoenix
MegaTwins_v1.4.1.zip;Mega Twins
MegaTyphoon_v1.1.zip;Mega Typhoon
Menace_v1.2_0823.zip;Menace
MentalImage1_v1.0.zip;Mental Image Game Disk 1
MentalImage2_v1.2.1.zip;Mental Image Game Disk 2
Mercenary_v1.2_0955.zip;Mercenary: Escape from Targ and The Second City
Mercenary3_v1.2_0356.zip;Mercenary III: The Dion Crisis
Mercs_v1.0_1668.zip;Mercs
MervTheMerciless_v1.0.zip;MervTheMerciless
MetalLaw_v1.0.zip;Metal Law
MetalMasters_v1.0_0534.lha;Metal Masters
MetalMutant_v1.3.zip;Metal Mutant
MFTanks_v1.0.zip;MF Tanks
MiamiChase_v1.1_2531.zip;Miami Chase
MickeyMouseTheComputerGame_v1.0.zip;Mickey Mouse: The Computer Game
MickeysABCs_v1.1.zip;Mickey's ABC's: A Day at the Fair
MickeysJigsawPuzzles_v1.0.zip;Mickey's Jigsaw Puzzles
MickeysMemoryChallenge_v1.0.zip;Mickey's Memory Challenge
Microbes_v1.0.zip;Microbes
MicroMachines_v1.1_0357.zip;Micro Machines
MicroProseGolf_v1.0.zip;MicroProse Golf
MicroProseSoccer_v1.1.zip;MicroProse Soccer
MidnightResistance_v1.5_1226.zip;Midnight Resistance
Midwinter_v2.0b_0218.zip;Midwinter
Midwinter2_v1.2.zip;Midwinter II: Flames Of Freedom
Mig29SovietFighter_v1.3_0535.zip;MIG 29 Soviet Fighter
Might&Magic2_v1.01_0990.zip;Might & Magic II: Gates To Another World
Might&Magic3_v1.0_2346.zip;Might and Magic III: Isles of Terra
MightAndMagic3_v1.2_2346.zip;Might and Magic III: Isles of Terra
MightyBombJack_v1.3_0536.zip;Mighty BombJack
MikeReadsComputerPopQuiz_v1.0_0867.zip;Mike Read's Computer Pop Quiz
MikroMortalTennis_v1.0.zip;Mikro Mortal Tennis
Millennium22_v1.3_0537.zip;Millennium 2.2
Mindbender_v1.0_2034.zip;Mindbender
Mindroll_v1.1_0538.zip;Mindroll
Mindshadow_v1.0_2546.lha;Mindshadow
MindWalker_v0.9.zip;Mind Walker
MiniGolf_v1.0.zip;Mini Golf
MiniGolfPlus_v1.0.zip;Mini Golf Plus
Minskies_v2.0.zip;Minskies Furballs
Minskies_v2.0_AGA.zip;Minskies Furballs (AGA)
MissilesOverXerion_v1.0.zip;Missiles Over Xerion
MissionElevator_v1.0_1282.zip;Mission Elevator
MonkeyIsland2_v1.1_0020.zip;Monkey Island 2: LeChuck's Revenge
MonsterBusiness_v1.2.zip;Monster Business
MontyPythonsFlyingCircus_v1.3_0273.zip;Monty Python's Flying Circus
Moochies_v1.0.zip;Moochies
Moonfall_v1.0.zip;Moonfall
MoonShineRacers_v1.0_1540.zip;Moonshine Racers
Moonstone_v1.6_0360.zip;Moonstone: A Hard Days Knight
Moonwalker_v1.0.zip;Moonwalker
Morph_v1.0_1148.zip;Morph
Morph_v1.0_CD32.zip;Morph (CD32)
Morph_v1.0_AGA_1070.zip;Morph (AGA)
MortalKombat_v0.9_Censored_1319.zip;Mortal Kombat (Censored)
MortalKombat2_v1.1.1_1MB_1105.lha;Mortal Kombat II (1 MB) (1MB)
MortonStrikesBack_v1.0.zip;Morton Strikes Back
MortvilleManor_v1.1a.zip;Mortville Manor
MOT_v1.0.zip;Mot
MotorbikeMadness_v1.0_2350.zip;Motorbike Madness
Motorhead_v1.0_0539.zip;Motorhead
MotorMassacre_v1.0_1089.zip;Motor Massacre
Mousetrap_v1.0_0235.zip;Mousetrap
MrBlobby_v1.0_1773.zip;Mr Blobby
MrDoRunRun_v1.0_Image_2178.zip;Mr Do! Run Run (Image)
MrHeli_v1.1.zip;Mr. HELI
MrMenOlympics_v1.1.zip;Mr. Men Olympics
MrNutz_v1.3_0540.zip;Mr. Nutz: Hoppin' Mad
MUDS_v1.3.zip;M.U.D.S. (Mean Ugly Dirty Sport)
MultiPlayerSoccerManager_v1.0.zip;Multi Player Soccer Manager
Munsters_v1.1_1265.zip;Munsters, The
Murder_v1.4_0136.zip;Murder
MurdersInSpace_v1.0_2344.zip;Murders In Space
MysteriousWorlds_v1.05_1588.zip;Mysterious Worlds
Mystical_v1.2_0541.zip;Mystical
Myth_v1.0_2455.zip;Myth
MythHistoryInTheMaking_v1.2_CD32.zip;Myth: History In The Making (CD32)
MythHistoryInTheMaking_v1.2_0700.zip;Myth: History In The Making
Nam19651975_v1.0.zip;Nam 1965-1975
Narc_v1.0_1256.zip;NARC
NarcoPolice_v1.1.zip;Narco Police
NaughtyOnes_v1.1_CD32.zip;Naughty Ones (CD32)
NaughtyOnes_v1.1.zip;Naughty Ones
NaughtyOnes_v1.1_AGA_1715.zip;Naughty Ones (AGA)
NavyMoves_v1.2_2428.zip;Navy Moves
NavySeals_v1.4_1251.zip;Navy Seals
Nebulus_v1.3_0361.zip;Nebulus
Nebulus2_v1.4_1713.zip;Nebulus 2: Pogo A Go Go
Necronom_v1.1_0542.zip;Necronom
Neighbours_v1.0_1978.zip;Neighbours
Netherworld_v1.3.zip;Netherworld
Neuromancer_v2.0_2604.zip;Neuromancer
Neuronics_v1.0.zip;Neuronics
NeverEndingStory2_v1.4_2554.zip;Neverending Story II, The
NeverMind_v1.0_1507.zip;Never Mind
NewYearLemmings199192_v1.0.zip;New Year Lemmings 1991/92
NewYorkWarriors_v1.2_0705.zip;New York Warriors
NewZealandStory_v2.0_1180.zip;New Zealand Story, The
NickFaldosChampionshipGolf_v2.1b_1164.zip;Nick Faldo's Championship Golf
NickFaldosChampionshipGolf_v2.1b_CD32.zip;Nick Faldo's Championship Golf (CD32)
Nicky2_v1.1.zip;Nicky II
NickyBoom_v1.1_1516.zip;Nicky Boom
NigelMansellsGrandPrix_v1.1_1102.zip;Nigel Mansell's Grand Prix
NigelMansellsWorldChampionship_v1.3_CD32.zip;Nigel Mansell's World Championship (CD32)
NigelMansellsWorldChampionship_v1.3_AGA_0138.zip;Nigel Mansell's World Championship (AGA)
NightbreedAction_v1.0.zip;Nightbreed: The Action Game
NightbreedMovie_v1.0_0363.zip;Nightbreed: The Interactive Movie
Nightdawn_v1.1_1301.zip;Nightdawn
NightHunter_v1.0_1091.zip;Night Hunter
NightShift_v1.0_1508.zip;Night Shift
NinjaMission_v1.0.zip;Ninja Mission
NinjaRabbits_v1.1.zip;Ninja Rabbits
NinjaRemix_v1.3.zip;Ninja Remix
NinjaSpirit_v1.2_1669.zip;Ninja Spirit
NinjaWarriors_v1.2_0543.zip;Ninja Warriors, The
NipponSafesInc_v1.01b_1050.zip;Nippon Safes Inc.
Nitro_v1.2.zip;Nitro
NitroBoostChallenge_v1.0.zip;Nitro Boost Challenge
NobbyTheAardvark_v0.2.zip;Nobby the Aardvark
NoBuddiesLand_v1.01_2766.zip;No Buddies Land
NoExcuses_v0801.1_2456.zip;No Excuses
NoExit_v1.0_2841.lha;No Exit
North&South_v1.5_2397.zip;North & South
NorthSeaInferno_v1.1.zip;North Sea Inferno, The
NoSecondPrize_v1.0.zip;No Second Prize
NotVeryFestiveFodder_v1.0.zip;Not Very Festive Fodder
Nova9_v1.0.zip;Nova 9: The Return Of Gir Draxon
NuclearWar_v1.0_2014.zip;Nuclear War
Nucleus_v1.1.zip;Nucleus
Oath_v1.1.zip;Oath, The
Obitus_v1.2.zip;Obitus
Obliterator_v1.1_0706.zip;Obliterator
Obsession_v1.1_2199.zip;Obsession
Odyssey_v1.3_0195.zip;Odyssey
OffShoreWarrior_v1.0.zip;Off Shore Warrior
Ogre_v1.0_1386.zip;Ogre
OhNoMoreLemmings_v1.2_0697.zip;Oh No! More Lemmings
OilImperium_v1.1.zip;Oil Imperium
Oktagon_v1.0.zip;Oktagon
Omega_v1.0_0373.zip;Omega
OmnicronConspiracy_v1.0_2200.zip;Omnicron Conspiracy
OneOnOne_v1.0.zip;One-On-One (Electronic Arts)
OneStepBeyond_v1.1_2580.zip;One Step Beyond
Onslaught_v1.21_0869.zip;Onslaught
OoopsUp_v1.1.zip;Ooops Up
OperationCleanstreets_v1.1a.zip;Operation: Cleanstreets
OperationCombat2_v1.0_1665.zip;Operation Combat II: By Land, Sea & Air
OperationFirestorm_v1.1.zip;Operation Firestorm
OperationHarrier_v1.1_1051.zip;Operation Harrier
